#,Name,MLBAMID,RazzballID,FangraphsID,Team,ESPN_POS,YAHOO_POS
448,Ariel Sandoval,628366,628366,sa736970,FA,OF,OF
449,Arison Jimenez,692419,692419,sa3015625,TB,OF,OF
450,Aristides Aquino,606157,606157,15482,CIN,OF,OF
451,Armando Alvarez,669137,669137,sa913279,NYY,3b,3b
452,Armando Cruz,694182,694182,sa3015695,WSH,SS,SS
453,Armando Sierra,699152,699152,sa3015805,BOS,OF,OF
454,Armani Smith,669702,669702,sa918911,SF,OF,OF
455,Armond Upshaw,657066,657066,sa918220,WSH,OF,OF
456,Arnaldo Hernandez,642511,642511,sa828154,MIL,SP,SP
457,Arodys Vizcaino,527055,5498,5498,KC,RP,RP
458,Arol Vera,691186,691186,sa3014687,LAA,SS,SS
459,Aroldis Chapman,547973,10233,10233,NYY,RP,RP
460,Arquimedes Cumana,672720,672720,sa3008576,MIA,1B,1B
461,Arquimedes Gamboa,660614,660614,sa877497,SF,SS,SS
462,Art Warren,605521,605521,18251,CIN,RP,RP
463,Artie Lewicki,592499,592499,16731,FA,RP,RP
464,Arturo De Freitas,679972,679972,sa3005939,PHI,C,C
465,Arturo Guerrero,679552,679552,sa3005936,SEA,OF,OF
466,Arturo Reyes,642007,642007,sa739006,FA,SP,SP
467,Asa Lacy,669370,669370,sa3014423,KC,SP,SP
468,Asdrubal Cabrera,452678,4962,4962,CIN,3B,1B/3B
469,Asher Wojciechowski,592879,10836,10836,SEA,SP,SP
470,Ashton Creal,689328,689328,sa3010048,CIN,OF,OF
471,Ashton Goudeau,623485,623485,15139,COL,RP,RP
472,Ashton McGee,671082,671082,sa3010334,MIL,1B,1B
473,Audry Perez,542233,542233,,BAL,C,C
474,Austen Wade,667398,667398,sa3004930,FA,OF,OF
475,Austen Williams,657117,657117,16309,COL,RP,RP
476,Austin Adams,613534,613534,13801,SD,RP,RP
477,Austin Adams,542866,7411,7411,FA,RP,RP
478,Austin Allen,664119,664119,18083,OAK,C,C
479,Austin Barnes,605131,12158,12158,LAD,C,C
480,Austin Beck,675648,675648,sa3004055,OAK,OF,OF
481,Austin Bergner,666123,666123,sa3011122,DET,SP,SP
482,Austin Bernard,676640,676640,sa3004510,COL,C,C
483,Austin Bibens-Dirkx,502212,502212,9559,FA,SP,SP
484,Austin Brice,592169,17237,17237,PIT,RP,RP
485,Austin Briggs,682106,682106,sa3007261,OAK,RP,RP
486,Austin Coley,643261,643261,sa738368,FA,SP,SP
487,Austin Cox,680735,680735,sa3007777,KC,SP,SP
488,Austin Davidson,607207,607207,sa599216,FA,3b,3b
489,Austin Davis,656354,656354,17117,BOS,RP,RP
490,Austin Dean,621573,621573,18288,SF,OF,1B/OF
491,Austin Dennis,681967,681967,sa3007650,FA,OF,OF
492,Austin Drury,682200,682200,sa3008043,LAD,RP,RP
493,Austin Faith,688542,688542,sa3014803,NYM,SP,SP
494,Austin Gauthier,702789,702789,sa3017121,LAD,SS,SS
495,Austin Gomber,596295,16561,16561,COL,SP,SP
496,Austin Hamilton,677366,677366,sa3004717,FA,SP,SP
497,Austin Hansen,667712,667712,sa3006956,HOU,SP,SP
498,Austin Hays,669720,669720,19363,BAL,OF,OF
499,Austin Hedges,595978,12976,12976,CLE,C,C
500,Austin Hendrick,690988,690988,sa3014521,CIN,OF,OF
501,Austin Hutchison,676816,676816,sa3004018,FA,SP,SP
502,Austin Kitchen,685116,685116,sa3015124,COL,SP,SP
503,Austin Krzeminski,677222,677222,sa3004121,CHC,RP,RP
504,Austin Lambright,681022,681022,sa3007236,BOS,RP,RP
505,Austin Listi,676730,676730,sa3004170,FA,1B,1B
506,Austin Love,676153,676153,sa3017609,STL,SP,SP
507,Austin Martin,668885,668885,sa3014454,MIN,OF,OF
508,Austin McGeorge,670041,670041,sa918047,FA,SP,SP
509,Austin Meadows,640457,640457,15672,DET,OF,OF
510,Austin Murr,689456,689456,sa3016967,DET,OF,OF
511,Austin Nola,543592,15941,15941,SD,C,C
512,Austin Pruitt,643493,643493,15290,OAK,RP,RP
513,Austin Rei,623300,623300,sa659079,FA,C,C
514,Austin Reich,690597,690597,sa3011326,SF,RP,RP
515,Austin Riley,663586,663586,18360,ATL,3B,1B/3B
516,Austin Roberts,686762,686762,sa3010254,PIT,RP,RP
517,Austin Romine,519222,5491,5491,LAA,C,C
518,Austin Ross,682201,682201,sa3007817,PHI,RP,RP
519,Austin Schulfer,662165,662165,sa3007585,MIN,SP,SP
520,Austin Schultz,681111,681111,sa3016958,DET,OF,OF
521,Austin Shenton,668853,668853,sa3009869,TB,3B,3B
522,Austin Slater,596103,596103,16153,SF,OF,OF
523,Austin Smith,694518,694518,sa3017071,ATL,RP,RP
524,Austin Sodders,664971,664971,sa875749,FA,SP,SP
525,Austin Voth,608723,15047,15047,WSH,RP,RP
526,Austin Warner,677369,677369,sa3004494,SEA,SP,SP
527,Austin Warren,681810,681810,24937,LAA,RP,RP
528,Austin Wells,669224,669224,sa3014440,NYY,C,C
529,Austin Wynns,642851,642851,15271,PHI,C,C
530,Avery Short,683008,683008,sa3011712,ARI,SP,SP
531,Avery Weems,686830,686830,sa3010256,TEX,SP,SP
532,Avisail Garcia,541645,5760,5760,MIA,OF,OF
533,Axcel Peralta,683246,683246,sa3008852,SD,1B,1B
534,Axel Andueza,672847,672847,sa3002712,ARI,C,C
535,Axel James,682794,682794,sa3008806,BOS,OF,OF
536,Axel Rosario,687670,687670,sa3010002,KC,RP,RP
537,Axel Sanchez,692046,692046,sa3015601,SEA,SS,SS
538,Bailey Falter,663559,663559,20070,PHI,RP,RP
539,Bailey Horn,690544,690544,sa3014493,CHC,SP,SP
540,Bailey Ober,641927,641927,21224,MIN,SP,SP
541,Baron Radcliff,676288,676288,sa3014424,PHI,OF,OF
542,Barrett Loseke,667435,667435,sa3008243,NYY,RP,RP
543,Bartolo Colon,112526,375,375,FA,SP,SP
544,Bayron Lora,691178,691178,sa3014712,TEX,OF,OF
545,Beau Brieske,689225,689225,26079,DET,SP,SP
546,Beau Brundage,663555,663555,sa3008246,TB,OF,OF
547,Beau Burrows,663366,663366,18873,LAD,SP,SP
548,Beau Philip,685121,685121,sa1169595,ATL,SS,SS
549,Beau Sulser,676641,676641,23420,BAL,RP,RP
550,Beau Taylor,607333,607333,12384,BAL,C,C
551,Beck Way,694360,694360,sa3014462,NYY,SP,SP
552,Ben Anderson,670391,670391,sa3010560,TEX,RP,RP
553,Ben Bowden,641386,641386,20198,TB,RP,RP
554,Ben Bracewell,659070,659070,sa837103,FA,RP,RP
555,Ben Braymer,664069,664069,20175,WSH,SP,SP
556,Ben DeLuzio,641512,641512,sa737626,STL,OF,OF
557,Ben Gamel,592325,12160,12160,PIT,OF,OF
558,Ben Hecht,643357,643357,sa738501,CHC,RP,RP
559,Ben Heller,621294,15100,15100,FA,RP,RP
560,Ben Hernandez,690989,690989,sa3014541,KC,SP,SP
561,Ben Krauth,670078,670078,sa918347,CLE,RP,RP
562,Ben Lively,594902,594902,14932,CIN,RP,RP
563,Ben Madison,681823,681823,sa3008173,SF,RP,RP
564,Ben Ramirez,668756,668756,sa3016950,SEA,2B,2B
565,Ben Rortvedt,666163,666163,20287,NYY,C,C
566,Ben Rowen,594985,10983,10983,FA,RP,RP
567,Ben Ruta,670352,670352,sa918694,FA,OF,OF
568,Ben Taylor,664701,664701,18114,FA,RP,RP
569,Ben Zobrist,450314,7435,7435,FA,2B,2B/OF
570,Benjamin Brecht,669229,669229,sa3011218,TB,SP,SP
571,Benjamin Brown,676962,676962,sa3005122,PHI,SP,SP
572,Benjamin Cowles,701496,701496,sa3016976,NYY,SS,SS
573,Benjamin Gross,682199,682199,sa1119979,MIN,SP,SP
574,Benjamin Malgeri,701162,701162,sa3016975,DET,OF,OF
575,Benjamin Pelletier,647311,647311,sa876134,FA,OF,OF
576,Benjamin Thompson,663929,663929,sa876287,CHC,SP,SP
577,Bennett Hostetler,702315,702315,sa3017120,MIA,3B,3B
578,Bennett Sousa,656986,656986,21345,CHW,RP,RP
579,Benny Montgomery,695603,695603,,COL,,
580,Benton Breazeale,641393,641393,sa3002753,BAL,C,C
581,Benyamin Bailey,686397,686397,sa3009343,CHW,OF,OF
582,Bernardo Flores Jr.,641576,641576,19561,FA,RP,RP
583,Bernie Martinez,689852,689852,sa3010142,SEA,RP,RP
584,Beycker Barroso,692852,692852,sa3015672,TEX,C,C
585,Bijon Boyd,622196,622196,sa657987,FA,OF,OF
586,Billy Fleming,659003,659003,sa836204,FA,2b,2b
587,Billy Hamilton,571740,10199,10199,SEA,OF,OF
588,Billy McKinney,641856,15654,15654,OAK,OF,1B/OF
589,Bladimir De La Rosa,684517,684517,sa3009331,LAD,SS,SS
590,Bladimir Restituyo,678837,678837,sa3006621,COL,2B,2B
591,Blaine Hardy,543278,6499,6499,FA,RP,RP
592,Blaine Knight,667421,667421,sa3008532,BAL,RP,RP
593,Blair Henley,668874,668874,sa3011335,HOU,SP,SP
594,Blake Bass,664194,664194,sa875190,TEX,RP,RP
595,Blake Beers,676275,676275,sa3018004,OAK,SP,SP
596,Blake Cederlind,664977,664977,20344,PIT,RP,RP
597,Blake Goldsberry,688910,688910,sa3014978,COL,RP,RP
598,Blake Hunt,675448,675448,sa3004153,TB,C,C
599,Blake Parker,453284,5224,5224,STL,RP,RP
600,Blake Perkins,663368,663368,sa874806,NYY,OF,OF
601,Blake Rogers,664101,664101,sa876290,ARI,RP,RP
602,Blake Rutherford,666164,666164,sa917932,FA,OF,OF
603,Blake Sabol,666165,666165,sa3010269,PIT,OF,OF
604,Blake Snell,605483,13543,13543,SD,SP,SP
605,Blake Swihart,596119,13176,13176,FA,C,C/OF
606,Blake Taylor,642130,642130,16418,HOU,RP,RP
607,Blake Tiberi,669723,669723,sa874235,FA,3b,3b
608,Blake Trahan,664167,664167,17588,CIN,SS,SS
609,Blake Treinen,595014,12572,12572,LAD,RP,RP
610,Blake Walston,686796,686796,sa3011814,ARI,SP,SP
611,Blake Weiman,676620,676620,sa3004211,PIT,RP,RP
612,Blake Workman,682002,682002,sa3007856,ARI,RP,RP
613,Blakely Battenfield,676732,676732,sa3002734,CHW,SP,SP
614,Blane Abeyta,686588,686588,sa3014975,NYY,SP,SP
615,Blas Castano,680604,680604,sa3006617,NYY,SP,SP
616,Blayne Enlow,669416,669416,sa3005117,MIN,SP,SP
617,Blaze Alexander,677942,677942,sa3007742,ARI,SS,SS
618,Blaze Jordan,691458,691458,sa3014537,BOS,3B,3B
619,Bligh Madris,676632,676632,sa3004165,PIT,OF,OF
620,Bo Bichette,666182,666182,19612,TOR,SS,SS
621,Bo Naylor,666310,666310,sa3008247,CLE,C,C
622,Bo Takahashi,649963,649963,sa830370,FA,SP,SP
623,Bobby Bradley,656252,656252,17278,CLE,1B,1B
624,Bobby Dalbec,666915,666915,19966,BOS,1B,1B/3B
625,Bobby Miller,676272,676272,sa3014422,LAD,SP,SP
626,Bobby Poyner,596074,596074,17987,FA,RP,RP
627,Bobby Wahl,592833,592833,14832,LAD,RP,RP
628,Bobby Witt Jr.,677951,677951,25764,KC,SS/3B,SS/3B
629,Boog Powell,621471,15103,15103,FA,OF,OF
630,Bowden Francis,670102,670102,20548,TOR,SP,SP
631,Brad Boxberger,502202,10133,10133,MIL,RP,RP
632,Brad Brach,542960,6627,6627,ATL,RP,RP
633,Brad Hand,543272,9111,9111,PHI,RP,RP
634,Brad Keller,641745,641745,15734,KC,SP,SP
635,Brad Miller,543543,12775,12775,TEX,1B/3B/ OF,1B/2B/ 3B/OF
636,Brad Peacock,502748,5401,5401,KC,SP,SP
637,Brad Wieck,623364,623364,16390,CHC,RP,RP
638,Brad Wilson,681865,681865,sa3007247,TOR,RP,RP
639,Braden Bishop,623323,623323,17806,ARI,OF,OF
640,Braden Bristo,668754,668754,sa918549,NYY,RP,RP
641,Braden Olthoff,687467,687467,sa3017654,LAA,SP,SP
642,Braden Scott,685310,685310,sa3018143,TOR,RP,RP
643,Braden Shewmake,669699,669699,sa3010332,ATL,SS,SS
644,Braden Shipley,640463,15158,15158,FA,RP,RP
645,Braden Zarbnisky,675640,675640,sa3014791,PHI,RP,RP
646,Bradford Webb,702446,702446,sa3017508,TEX,SP,SP
647,Bradlee Beesley,686977,686977,sa3015097,CHC,OF,OF
648,Bradley Blalock,687134,687134,sa3011809,BOS,SP,SP
649,Bradley Roney,605448,605448,sa598926,FA,RP,RP
650,Bradley Zimmer,605548,605548,16221,TOR,OF,OF
651,Bradley Zunica,650531,650531,sa875647,FA,1B,1B
652,Brady Allen,680918,680918,sa3018098,MIA,OF,OF
653,Brady Basso,669620,669620,sa1115881,OAK,SP,SP
654,Brady Feigl,656416,656416,sa3007455,OAK,SP,SP
655,Brady Feigl,621399,621399,sa824867,FA,RP,RP
656,Brady House,691781,691781,sa3017694,WSH,SS,SS
657,Brady Lail,621078,14707,14707,TOR,RP,RP
658,Brady McConnell,669381,669381,sa3010331,KC,SS,SS
659,Brady Policelli,670149,670149,sa918279,DET,C,C
660,Brady Rodgers,572086,13393,13393,FA,RP,RP
661,Brady Singer,663903,663903,25377,KC,SP,SP
662,Brady Smith,672280,672280,sa3015143,TEX,C,C
663,Braeden Ogle,669180,669180,sa917989,PHI,SP,SP
664,Braian Fernandez,678658,678658,sa3005751,WSH,OF,OF
665,Braiden Ward,685274,685274,sa3017332,COL,OF,OF
666,Brailyn Marquez,666622,666622,21896,CHC,SP,SP
667,Brainer Bonaci,682900,682900,sa3008836,BOS,SS,SS
668,Bralin Jackson,621437,621437,sa658012,FA,OF,OF
669,Brallan Perez,642362,642362,sa736999,FA,2b,2b
670,Branden Boissiere,680998,680998,sa3017558,WSH,1B,1B
671,Branden Fryman,670210,670210,sa3010853,NYM,SS,SS
672,Branden Kline,571858,571858,14101,FA,RP,RP
673,Brandol Mezquita,678841,678841,sa3006201,ATL,OF,OF
674,Brandon Bailey,669064,669064,19582,CIN,RP,RP
675,Brandon Barker,656210,656210,sa829237,KC,SP,SP
676,Brandon Barnes,488681,629,629,FA,OF,OF
677,Brandon Belt,474832,10264,10264,SF,1B,1B
678,Brandon Bielak,656232,656232,19866,HOU,RP,RP
679,Brandon Bossard,670192,670192,sa3015050,CHW,2B,2B
680,Brandon Brennan,592165,13527,13527,ATL,RP,RP
681,Brandon Crawford,543063,5343,5343,SF,SS,SS
682,Brandon Dickson,505447,505447,6979,FA,RP,RP
683,Brandon Dixon,641525,641525,15214,FA,1B/OF,1B/OF
684,Brandon Drury,592273,11615,11615,CIN,2B/3B/ OF,2B/3B/ OF
685,Brandon Dufault,679555,679555,sa3017257,LAA,RP,RP
686,Brandon Eisert,685126,685126,sa3014798,TOR,RP,RP
687,Brandon Finnegan,605232,16208,16208,CHW,SP,SP
688,Brandon Gold,641620,641620,sa872724,COL,SP,SP
689,Brandon Hernandez,683847,683847,sa3009835,STL,3B,3B
690,Brandon Howlett,680914,680914,sa3007745,BOS,3B,3B
691,Brandon Hughes,676714,676714,sa915618,CHC,RP,RP
692,Brandon Jenkins,676247,676247,sa3014855,CHW,RP,RP
693,Brandon Kintzler,445213,9939,9939,FA,RP,RP
694,Brandon Knarr,687822,687822,sa3015005,MIL,SP,SP
695,Brandon Lawson,669946,669946,sa918264,FA,SP,SP
696,Brandon League,434181,434181,,KC,P,P
697,Brandon Leibrandt,605335,605335,16135,FA,RP,RP
698,Brandon Lewis,686781,686781,sa3010035,LAD,3B,3B
699,Brandon Leyton,667351,667351,sa917309,CIN,SS,SS
700,Brandon Linares,678376,678376,sa3006182,FA,OF,OF
701,Brandon Lockridge,663604,663604,sa3006856,NYY,OF,OF
702,Brandon Lowe,664040,664040,18882,TB,2B,2B/OF
703,Brandon Marsh,669016,669016,20202,LAA,OF,OF
704,Brandon Martorano,668785,668785,sa918686,SF,C,C
705,Brandon McCarthy,435221,4662,4662,FA,SP,SP
706,Brandon McIlwain,666140,666140,sa3015076,NYM,OF,OF
707,Brandon Montgomery,670417,670417,sa918622,FA,2b,2b
708,Brandon Morrow,453344,9346,9346,FA,RP,RP
709,Brandon Nimmo,607043,12927,12927,NYM,OF,OF
710,Brandon Parker,688556,688556,sa1169878,ATL,OF,OF
711,Brandon Pfaadt,694297,694297,sa3014983,ARI,SP,SP
712,Brandon Snyder,474319,9856,9856,FA,1B,1B
713,Brandon Valenzuela,678218,678218,sa3005729,SD,C,C
714,Brandon Van Horn,670115,670115,sa918436,FA,SS,SS
715,Brandon Waddell,663399,663399,18347,STL,RP,RP
716,Brandon Wagner,643590,643590,sa738979,FA,1B,1B
717,Brandon Walter,687888,687888,sa3010826,BOS,SP,SP
718,Brandon White,669155,669155,sa3010011,FA,OF,OF
719,Brandon White,668987,668987,sa918249,ATL,RP,RP
720,Brandon Williamson,682227,682227,sa3011494,CIN,SP,SP
721,Brandon Woodruff,605540,605540,16162,MIL,SP,SP
722,Brandon Workman,519443,11428,11428,FA,RP,RP
723,Brandon Young,687064,687064,sa3014926,BAL,SP,SP
724,Brandyn Sittinger,670087,670087,19192,ATL,RP,RP
725,Branlyn Jaraba,682638,682638,sa3008755,MIL,3B,3B
726,Brant Hurter,676428,676428,sa3018091,DET,SP,SP
727,Brantley Bell,664009,664009,sa875352,FA,3b,3b
728,Braulio Vasquez,670877,670877,sa924858,ATL,2B,2B
729,Braxton Ashcraft,677952,677952,sa3008470,PIT,SP,SP
730,Braxton Fulford,690924,690924,sa3017164,COL,C,C
731,Braxton Garrett,666129,666129,21844,MIA,SP,SP
732,Braxton Lee,657658,657658,16839,FA,OF,OF
733,Braxton Martinez,664097,664097,sa3005373,LAA,3B,3B
734,Braxton Roxby,694820,694820,sa3014811,CIN,RP,RP
735,Brayan Altuve,691266,691266,sa3016077,CHC,3B,3B
736,Brayan Bello,678394,678394,sa3005436,BOS,SP,SP
737,Brayan Buelvas,683454,683454,sa3008868,OAK,OF,OF
738,Brayan De Paula,675527,675527,sa3005070,HOU,SP,SP
739,Brayan Mendoza,694207,694207,sa3015477,TEX,SP,SP
740,Brayan Morales,657243,657243,sa918374,FA,OF,OF
741,Brayan Perez,677644,677644,sa3006100,SEA,RP,RP
742,Brayan Rijo,699113,699113,sa3015797,CIN,OF,OF
743,Brayan Rocchio,677587,677587,sa3005898,CLE,SS,SS
744,Brayden Theriot,684941,684941,sa3011242,TB,RP,RP
745,Braydon Fisher,680755,680755,sa3007929,LAD,RP,RP
746,Breiling Eusebio,650504,650504,sa828552,COL,SP,SP
747,Brenan Hanifee,669724,669724,sa917973,BAL,SP,SP
748,Brendan Collins,701975,701975,sa3017549,WSH,SP,SP
749,Brendan Donovan,680977,680977,24679,STL,3B,3B
750,Brendan McCurry,657680,657680,sa829486,FA,RP,RP
751,Brendan McKay,656713,656713,20186,TB,SP,SP
752,Brendan McKay,656713,6567130,20186,TB,1B,1B
753,Brendan Murphy,669446,669446,sa3004961,MIL,SP,SP
754,Brendan Nail,678041,678041,sa3005359,BOS,RP,RP
755,Brendan Rodgers,663898,663898,17907,COL,2B/SS,2B/SS
756,Brendan White,686839,686839,sa3010663,DET,SP,SP
757,Brenden Spillane,665023,665023,sa876159,FA,OF,OF
758,Brendon Davis,663478,663478,sa875089,LAA,SS,SS
759,Brendon Little,663893,663893,sa876266,CHC,SP,SP
760,Brendon Sanger,664858,664858,sa858055,FA,2b,2b
761,Brendt Citta,663923,663923,sa3007633,PIT,OF,OF
762,Brennen Davis,680695,680695,sa3007876,CHC,OF,OF
763,Brennon Lund,641807,641807,sa857730,LAA,OF,OF
764,Brenny Escanio,691601,691601,sa3015565,NYY,SS,SS
765,Brent Diaz,676919,676919,sa3004297,MIL,C,C
766,Brent Headrick,687396,687396,sa3011887,MIN,SP,SP
767,Brent Honeywell Jr.,641703,641703,16466,OAK,RP,RP
768,Brent Killam,687143,687143,sa3014927,LAA,SP,SP
769,Brent Rooker,667670,667670,19627,SD,OF,OF
770,Brent Suter,608718,13942,13942,MIL,RP,RP
771,Brenton Doyle,686668,686668,sa3009965,COL,OF,OF
772,Bret Boswell,641385,641385,sa918769,COL,2B,2B
773,Brett Adcock,668672,668672,sa873691,FA,SP,SP
774,Brett Anderson,474463,8223,8223,FA,SP,SP
775,Brett Auerbach,682266,682266,sa3014941,SF,C,C
776,Brett Baty,683146,683146,sa3010869,NYM,3B,3B
777,Brett Cecil,446399,2660,2660,FA,RP,RP
778,Brett Conine,669345,669345,sa3008024,HOU,SP,SP
779,Brett Cumberland,656340,656340,sa915611,BAL,C,C
780,Brett De Geus,676969,676969,23592,ARI,RP,RP
781,Brett Eibner,518649,11369,11369,FA,RP,RP
782,Brett Gardner,458731,9927,9927,FA,OF,OF
783,Brett Harris,695391,695391,sa3017293,OAK,3B,3B
784,Brett Kennedy,664028,664028,17877,FA,SP,SP
785,Brett Kerry,695049,695049,sa3017390,LAA,SP,SP
786,Brett Langhorne,681827,681827,sa3007064,ATL,2B,2B
787,Brett Lockwood,695344,695344,sa3015041,CIN,RP,RP
788,Brett Martin,656685,656685,17369,TEX,RP,RP
789,Brett Netzer,676071,676071,sa3004804,FA,2B,2B
790,Brett Oberholtzer,519085,3855,,NYY,RP,RP
791,Brett Phillips,621433,14735,14735,TB,OF,OF
792,Brett Pope,676788,676788,sa3004513,FA,2B,2B
793,Brett Rodriguez,687858,687858,sa3014831,SEA,3B,3B
794,Brett Sullivan,664954,664954,sa857232,SD,C,C
795,Brett Wisely,689172,689172,sa1170003,TB,2B,2B
796,Breyvic Valera,591971,591971,12758,FA,2B,2B/3B
797,Brhet Bewley,674029,674029,sa3007289,KC,2B,2B
798,Brian Anderson,605119,605119,18289,MIA,3B,3B
799,Brian Dozier,572821,9810,9810,FA,2B,2B
800,Brian Flynn,543169,12027,12027,FA,RP,RP
801,Brian Glowicki,662107,662107,sa3004826,CHW,RP,RP
802,Brian Gonzalez,656473,656473,sa828794,WSH,RP,RP
803,Brian Goodwin,571718,12858,12858,FA,OF,OF
804,Brian Howard,641709,641709,sa918377,OAK,SP,SP
805,Brian Johnson,598271,14272,14272,FA,SP,SP
806,Brian Keller,662144,662144,sa918951,BOS,SP,SP
807,Brian Lardner,687366,687366,sa3014928,OAK,SP,SP
808,Brian Marconi,687498,687498,sa3010665,PHI,RP,RP
809,Brian McCann,435263,4810,4810,FA,C,C
810,Brian McKenna,691869,691869,sa3011767,MIA,RP,RP
811,Brian Miller,675649,675649,20047,MIA,OF,OF
812,Brian Moran,572383,572383,9646,LAA,RP,RP
813,Brian Mundell,621521,621521,sa875185,FA,1B,1B
814,Brian Navarreto,640459,640459,16398,FA,C,C
815,Brian O’Grady,657434,657434,16729,FA,DH,OF
816,Brian O’Keefe,657247,657247,sa829152,SEA,C,C
817,Brian Rey,681023,681023,sa3007307,CIN,OF,OF
818,Brian Schales,656935,656935,sa828808,FA,2b,2b
819,Brian Schlitter,489295,3599,3599,FA,RP,RP
820,Brian Serven,661531,661531,sa857231,COL,C,C
821,Brian Van Belle,687003,687003,sa3014925,BOS,SP,SP
822,Brice Turang,668930,668930,sa3008294,MIL,SS,SS
823,Brock Burke,656271,656271,17968,TEX,RP,RP
824,Brock Hartson,656513,656513,sa857665,CLE,SP,SP
825,Brock Holt,571788,9345,9345,FA,3B,3B
826,Brock Lundquist,656668,656668,sa3002834,TOR,OF,OF
827,Brock Stewart,592779,16727,16727,FA,RP,RP
828,Brock Whittlesey,689011,689011,sa1172219,OAK,RP,RP
829,Brody Koerner,621259,621259,17748,CHW,RP,RP
830,Brooks Gosswein,694747,694747,sa3017315,CHW,SP,SP
831,Brooks Kriske,621139,621139,21189,FA,RP,RP
832,Brooks Pounders,572044,10387,10387,FA,RP,RP
833,Brooks Raley,548384,548384,10061,TB,RP,RP
834,Brooks Wilson,676570,676570,sa3006966,ATL,RP,RP
835,Bruce Maxwell,622194,13866,13866,FA,C,C
836,Bruce Yari,670435,670435,sa918522,FA,1B,1B
837,Bruce Zimmermann,669145,669145,20370,BAL,SP,SP
838,Brusdar Graterol,660813,660813,20367,LAD,RP,RP
839,Bryan Abreu,650556,650556,16609,HOU,RP,RP
840,Bryan Arias,687035,687035,sa3011265,HOU,SS,SS
841,Bryan Baker,641329,641329,19804,BAL,RP,RP
842,Bryan Bonnell,621088,621088,sa658824,FA,RP,RP
843,Bryan De La Cruz,650559,650559,19600,MIA,OF,OF
844,Bryan Dobzanski,656377,656377,sa829656,FA,RP,RP
845,Bryan Garcia,650530,650530,19457,DET,RP,RP
846,Bryan Hoeing,663773,663773,sa3011492,MIA,SP,SP
847,Bryan Holaday,592407,11287,11287,FA,DH,C
848,Bryan Hudson,663542,663542,sa874984,CHC,RP,RP
849,Bryan Lavastida,681526,681526,24765,CLE,C,C
850,Bryan Mata,667356,667356,sa917784,BOS,SP,SP
851,Bryan Mitchell,571951,11479,11479,FA,SP,SP
852,Bryan Nino,682963,682963,sa3010866,FA,OF,OF
853,Bryan Pall,674052,674052,sa3008614,SEA,RP,RP
854,Bryan Ramos,682868,682868,sa3010024,CHW,3B,3B
855,Bryan Reynolds,668804,668804,19326,PIT,OF,OF
856,Bryan Sammons,676614,676614,sa3003932,MIN,SP,SP
857,Bryan Shaw,543766,8110,8110,CLE,RP,RP
858,Bryan Torres,663494,663494,sa885119,FA,C,C
859,Bryan Torres,672786,672786,sa3002858,SD,SS,SS
860,Bryant Betancourt,700164,700164,sa3015846,COL,C,C
861,Bryant Flete,622356,622356,sa657425,FA,SS,SS
862,Bryant Packard,669741,669741,sa3010590,DET,OF,OF
863,Bryant Quijada,676016,676016,sa3004882,COL,C,C
864,Bryant Salgado,687560,687560,sa3017364,HOU,SP,SP
865,Bryce Ball,668787,668787,sa1170451,CHC,1B,1B
866,Bryce Bonnin,675655,675655,sa3014453,CIN,SP,SP
867,Bryce Bush,675789,675789,sa3008278,CHW,3B,3B
868,Bryce Conley,676785,676785,sa3004704,OAK,RP,RP
869,Bryce Elder,693821,693821,27779,ATL,SP,SP
870,Bryce Harper,547180,11579,11579,PHI,OF,OF
871,Bryce Hensley,681991,681991,sa3006988,KC,SP,SP
872,Bryce Jarvis,686826,686826,sa3014437,ARI,SP,SP
873,Bryce Johnson,669369,669369,sa3004753,SF,OF,OF
874,Bryce Miller,682243,682243,sa3017414,SEA,SP,SP
875,Bryce Montes De Oca,656755,656755,sa3014843,NYM,RP,RP
876,Bryce Nightengale,681881,681881,sa3007481,OAK,RP,RP
877,Bryce Teodosio,669326,669326,sa3016916,LAA,OF,OF
878,Bryce Windham,690180,690180,sa3010403,CHC,C,C
879,Bryse Wilson,669060,669060,19990,PIT,SP,SP
880,Bryson Brigman,624417,624417,sa829857,MIA,SS,SS
881,Bryson Horne,695587,695587,sa3014891,ATL,1B,1B
882,Bryson Stott,681082,681082,26294,PHI,SS,SS
883,Bubba Chandler,696149,696149,,PIT,P,P
884,Bubba Derby,622246,622246,sa875183,DET,SP,SP
885,Bubba Starling,605490,13356,13356,FA,OF,OF
886,Bubba Thompson,669352,669352,sa3004140,TEX,OF,OF
887,Buck Farmer,571656,14814,14814,CIN,RP,RP
888,Bud Norris,502032,9492,9492,FA,RP,RP
889,Buddy Boshers,542953,8490,8490,FA,RP,RP
890,Buddy Kennedy,671083,671083,sa3004617,ARI,3B,3B
891,Buddy Reed,642002,642002,sa738683,OAK,OF,OF
892,Burch Smith,572143,572143,12784,FA,RP,RP
893,Burl Carraway,693310,693310,sa3014495,CHC,RP,RP
894,Burle Dixon,687022,687022,sa1170041,KC,OF,OF
895,Byron Buxton,621439,14161,14161,MIN,OF,OF
896,C.J. Abrams,682928,682928,25768,SD,SS,SS
897,C.J. Chatham,641453,641453,sa873984,ARI,SS,SS
898,C.J. Cron,543068,12546,12546,COL,1B,1B
899,C.J. Hinojosa,546994,546994,sa658616,SD,SS,SS
900,Caberea Weaver,669015,669015,sa3006866,CHW,OF,OF
