idlevelorg,Name,Org,Age,Level,PA,wRC+,K%,ISO,SwStr%,BB%,OPS,BABIP,AVG,OBP,SLG,HR/FB,HR,2B,3B,SB,CS,FB%,GB%,LD%,Pull%,Cent%,Oppo%,Date,hmm
18899-AAA-WSN,Lucius Fox,WSN,24,AAA,53,130,0.226,0.178,0.091,0.132,0.851,0.375,0.289,0.385,0.467,0.167,1,3,1,3,2,0.188,0.625,0.188,0.188,0.625,0.188,2022-06-03,0.2855549248898533
18900-AAA-TEX,Leody Taveras,TEX,23,AAA,189,91,0.233,0.192,0.103,0.048,0.787,0.338,0.282,0.312,0.475,0.14,6,10,3,6,4,0.321,0.433,0.246,0.321,0.433,0.246,2022-06-03,0.28834055568821065
19151-AAA-NYY,Estevan Florial,NYY,24,AAA,156,114,0.314,0.146,0.159,0.115,0.789,0.405,0.277,0.365,0.423,0.148,4,8,0,13,4,0.314,0.453,0.233,0.314,0.453,0.233,2022-06-03,0.23003339751770382
19170-AAA-MIL,Corey Ray,MIL,27,AAA,76,2,0.342,0.096,0.204,0.039,0.404,0.196,0.137,0.171,0.233,0.045,1,2,1,6,0,0.468,0.34,0.191,0.468,0.34,0.191,2022-06-03,0.12514076102164925
19293-AAA-CIN,Nick Senzel,CIN,27,AAA,12,-34,0.25,0.0,0.065,0.083,0.167,0.0,0.0,0.167,0.0,0.0,0,0,0,0,0,0.286,0.571,0.143,0.286,0.571,0.143,2022-06-03,0.0
19314-AAA-SFG,Donovan Walton,SFG,28,AAA,24,69,0.292,0.19,0.146,0.125,0.673,0.231,0.19,0.292,0.381,0.111,1,1,0,1,0,0.643,0.214,0.143,0.643,0.214,0.143,2022-06-03,0.24420338958576351
19314-AAA-SEA,Donovan Walton,SEA,28,AAA,57,120,0.105,0.216,0.069,0.105,0.878,0.318,0.294,0.368,0.51,0.091,1,4,2,2,1,0.256,0.419,0.326,0.256,0.419,0.326,2022-06-03,0.34975840695647564
19318-AAA-LAA,Matt Thaiss,LAA,27,AAA,104,79,0.231,0.185,0.137,0.096,0.721,0.262,0.228,0.308,0.413,0.174,4,3,1,3,0,0.338,0.441,0.221,0.338,0.441,0.221,2022-06-03,0.25834039200594017
19331-AAA-LAA,Jose Rojas,LAA,29,AAA,66,47,0.212,0.036,0.1,0.121,0.553,0.273,0.214,0.303,0.25,0.0,0,0,1,1,0,0.409,0.409,0.182,0.409,0.409,0.182,2022-06-03,0.07357064313672075
19432-AAA-TEX,Yonny Hernandez,TEX,24,AAA,3,-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,2022-06-03,0.0
19521-AAA-WSN,Andrew Young,WSN,28,AAA,105,110,0.276,0.153,0.136,0.133,0.748,0.302,0.224,0.371,0.376,0.143,3,4,0,3,1,0.382,0.509,0.109,0.382,0.509,0.109,2022-06-03,0.22306563068303836
19522-AAA-CIN,TJ Friedl,CIN,26,AAA,86,94,0.209,0.159,0.105,0.174,0.689,0.208,0.188,0.341,0.348,0.143,3,2,0,0,1,0.412,0.49,0.098,0.412,0.49,0.098,2022-06-03,0.21722751081795513
19528-AAA-DET,Jacob Robson,DET,27,AAA,146,91,0.342,0.163,0.159,0.158,0.695,0.314,0.203,0.329,0.366,0.158,3,7,2,10,3,0.271,0.514,0.214,0.271,0.514,0.214,2022-06-03,0.22388350990848352
19562-AAA-DET,Zack Short,DET,27,AAA,223,115,0.274,0.194,0.102,0.161,0.798,0.316,0.239,0.365,0.433,0.103,6,15,1,6,1,0.496,0.316,0.188,0.496,0.316,0.188,2022-06-03,0.2738220825497128
19608-AAA-TOR,Otto Lopez,TOR,23,AAA,90,92,0.122,0.141,0.055,0.144,0.7,0.23,0.211,0.348,0.352,0.062,1,3,2,3,1,0.271,0.525,0.203,0.271,0.525,0.203,2022-06-03,0.22101497031801914
19608-A-TOR,Otto Lopez,TOR,23,A,22,-36,0.182,0.0,0.086,0.091,0.186,0.062,0.05,0.136,0.05,0.0,0,0,0,0,0,0.214,0.786,0.0,0.214,0.786,0.0,2022-06-03,0.0
19615-AAA-OAK,Luis Barrera,OAK,26,AAA,101,104,0.228,0.187,0.092,0.089,0.819,0.348,0.286,0.347,0.473,0.15,3,6,1,2,1,0.294,0.441,0.265,0.294,0.441,0.265,2022-06-03,0.28710362788553434
19627-AAA-SDP,Brent Rooker,SDP,27,AAA,112,124,0.33,0.326,0.167,0.143,0.926,0.286,0.242,0.357,0.568,0.321,9,4,0,2,0,0.509,0.291,0.2,0.509,0.291,0.2,2022-06-03,0.39268573061937856
19634-AAA-TEX,Jack Kruger,TEX,27,AAA,11,123,0.182,0.0,0.093,0.091,0.788,0.429,0.333,0.455,0.333,0.0,0,0,0,0,0,0.0,0.714,0.286,0.0,0.714,0.286,2022-06-03,0.0
19683-AAA-MIL,Mike Brosseau,MIL,28,AAA,9,106,0.222,0.111,0.057,0.0,0.778,0.429,0.333,0.333,0.444,0.0,0,1,0,0,0,0.143,0.286,0.571,0.143,0.286,0.571,2022-06-03,0.2191042282752589
19703-AAA-WSN,Jake Noll,WSN,28,AAA,198,89,0.187,0.14,0.164,0.066,0.706,0.295,0.247,0.318,0.388,0.053,3,14,1,4,0,0.404,0.362,0.234,0.404,0.362,0.234,2022-06-03,0.22630353941380849
19710-AAA-CIN,Ronnie Dawson,CIN,27,AAA,188,104,0.25,0.13,0.113,0.106,0.745,0.339,0.259,0.356,0.389,0.118,4,9,0,5,1,0.298,0.465,0.237,0.298,0.465,0.237,2022-06-03,0.21089770561471924
19727-AAA-MIA,Joe Dunand,MIA,26,AAA,80,111,0.338,0.182,0.197,0.125,0.779,0.368,0.242,0.354,0.424,0.1,2,6,0,2,0,0.5,0.3,0.2,0.5,0.3,0.2,2022-06-03,0.2576301816962608
19768-AAA-BAL,Rylan Bannon,BAL,26,AAA,166,88,0.283,0.139,0.095,0.127,0.686,0.301,0.222,0.325,0.361,0.129,4,6,1,4,0,0.323,0.406,0.271,0.323,0.406,0.271,2022-06-03,0.20492697718681185
19779-AAA-KCR,Dairon Blanco,KCR,29,AAA,113,125,0.257,0.179,0.143,0.15,0.823,0.328,0.263,0.381,0.442,0.263,5,2,0,13,0,0.297,0.5,0.203,0.297,0.5,0.203,2022-06-03,0.2642969824766621
19818-AAA-WSN,Josh Palacios,WSN,26,AAA,126,119,0.183,0.126,0.113,0.159,0.79,0.329,0.272,0.392,0.398,0.083,2,5,1,7,3,0.308,0.462,0.231,0.308,0.462,0.231,2022-06-03,0.22077572756798636
19844-A+-SEA,Abraham Toro,SEA,25,A+,5,227,0.0,0.0,0.0,0.2,1.1,0.5,0.5,0.6,0.5,0.0,0,0,0,0,0,0.5,0.5,0.0,0.5,0.5,0.0,2022-06-03,0.0
19858-AAA-LAA,Luis Rengifo,LAA,25,AAA,112,125,0.214,0.212,0.113,0.107,0.909,0.375,0.313,0.384,0.525,0.222,4,5,2,2,2,0.24,0.48,0.28,0.24,0.48,0.28,2022-06-03,0.3281178606631512
19859-AAA-TBR,Rene Pinto,TBR,25,AAA,129,128,0.279,0.23,0.106,0.109,0.861,0.356,0.274,0.357,0.504,0.167,5,11,0,1,0,0.39,0.377,0.234,0.39,0.377,0.234,2022-06-03,0.3227453197258193
19873-AAA-ARI,Drew Ellis,ARI,26,AAA,152,102,0.204,0.19,0.095,0.184,0.773,0.253,0.215,0.368,0.405,0.093,4,9,1,2,0,0.473,0.341,0.187,0.473,0.341,0.187,2022-06-03,0.26702171760763366
19878-AAA-CHW,Adam Haseley,CHW,26,AAA,162,109,0.16,0.196,0.086,0.074,0.787,0.278,0.264,0.327,0.459,0.179,7,6,1,9,0,0.328,0.496,0.176,0.328,0.496,0.176,2022-06-03,0.29325412174277
19890-AAA-KCR,Emmanuel Rivera,KCR,26,AAA,76,142,0.171,0.242,0.123,0.132,0.912,0.32,0.288,0.382,0.53,0.214,3,5,1,1,0,0.264,0.528,0.208,0.264,0.528,0.208,2022-06-03,0.3559156321469617
19896-AAA-BOS,Connor Wong,BOS,26,AAA,118,86,0.195,0.066,0.127,0.093,0.669,0.329,0.264,0.339,0.33,0.04,1,4,0,5,1,0.305,0.561,0.134,0.305,0.561,0.134,2022-06-03,0.13501390317521617
19928-AAA-BAL,Ryan McKenna,BAL,25,AAA,38,129,0.368,0.273,0.146,0.105,0.888,0.353,0.273,0.342,0.545,0.333,3,0,0,0,2,0.45,0.25,0.3,0.45,0.25,0.3,2022-06-03,0.34531550580392684
19938-AA-LAA,Aaron Whitefield,LAA,25,AA,154,126,0.247,0.188,0.132,0.143,0.861,0.36,0.281,0.392,0.469,0.143,5,5,2,17,3,0.402,0.368,0.23,0.402,0.368,0.23,2022-06-03,0.2862915899518767
19952-A-NYM,Khalil Lee,NYM,24,A,35,131,0.314,0.172,0.189,0.086,0.785,0.389,0.241,0.371,0.414,0.0,0,3,1,1,3,0.533,0.4,0.067,0.533,0.4,0.067,2022-06-03,0.2569801036047159
19952-AAA-NYM,Khalil Lee,NYM,24,AAA,128,80,0.344,0.119,0.136,0.117,0.641,0.317,0.202,0.32,0.321,0.091,2,7,0,8,1,0.349,0.524,0.127,0.349,0.524,0.127,2022-06-03,0.1729014615169799
19961-AAA-COL,Colton Welker,COL,24,AAA,45,138,0.156,0.189,0.056,0.133,0.936,0.345,0.324,0.422,0.514,0.2,2,1,0,0,0,0.323,0.419,0.258,0.323,0.419,0.258,2022-06-03,0.3114194436212794
19968-AAA-PIT,Jared Oliva,PIT,26,AAA,94,82,0.213,0.188,0.098,0.085,0.687,0.242,0.212,0.287,0.4,0.136,3,5,1,4,2,0.349,0.46,0.19,0.349,0.46,0.19,2022-06-03,0.25941432441508944
20003-AAA-MIL,Keston Hiura,MIL,25,AAA,23,263,0.261,0.474,0.13,0.087,1.416,0.5,0.421,0.522,0.895,0.429,3,0,0,0,2,0.538,0.385,0.077,0.538,0.385,0.077,2022-06-03,0.6023699285636774
20022-AAA-STL,Kramer Robertson,STL,27,AAA,171,119,0.234,0.152,0.093,0.193,0.769,0.276,0.22,0.398,0.371,0.227,5,5,0,12,1,0.244,0.511,0.244,0.244,0.511,0.244,2022-06-03,0.22397230484371852
20034-AAA-PIT,Hunter Owen,PIT,28,AAA,52,109,0.346,0.093,0.176,0.115,0.733,0.44,0.256,0.385,0.349,0.0,0,2,1,0,0,0.32,0.52,0.16,0.32,0.52,0.16,2022-06-03,0.16203561360297572
20036-AAA-TBR,Isaac Paredes,TBR,23,AAA,113,120,0.168,0.221,0.061,0.115,0.838,0.28,0.263,0.354,0.484,0.114,4,7,1,0,1,0.449,0.359,0.192,0.449,0.359,0.192,2022-06-03,0.31948971238337076
20040-AA-SDP,Jorge Ona,SDP,25,AA,138,53,0.333,0.142,0.154,0.087,0.594,0.243,0.175,0.277,0.317,0.133,4,5,0,0,0,0.411,0.384,0.205,0.411,0.384,0.205,2022-06-03,0.18727657944952264
20047-AAA-MIA,Brian Miller,MIA,26,AAA,115,71,0.191,0.079,0.093,0.113,0.62,0.288,0.228,0.313,0.307,0.0,0,4,2,4,3,0.269,0.5,0.231,0.269,0.5,0.231,2022-06-03,0.14416045635946653
20122-AAA-MIN,Mark Contreras,MIN,27,AAA,156,101,0.269,0.197,0.148,0.109,0.758,0.292,0.234,0.327,0.431,0.176,6,7,1,6,2,0.378,0.433,0.189,0.378,0.433,0.189,2022-06-03,0.27190167342975297
20165-AAA-HOU,J.J. Matijevic,HOU,26,AAA,124,144,0.234,0.287,0.131,0.105,0.997,0.361,0.315,0.395,0.602,0.32,8,5,1,7,0,0.312,0.438,0.25,0.312,0.438,0.25,2022-06-03,0.3971211807203073
20220-AAA-LAA,Jo Adell,LAA,23,AAA,88,122,0.318,0.375,0.109,0.148,0.938,0.25,0.222,0.341,0.597,0.273,6,9,0,1,1,0.489,0.356,0.156,0.489,0.356,0.156,2022-06-03,0.43513427015535133
20233-AAA-MIN,Gilberto Celestino,MIN,23,AAA,9,-9,0.333,0.0,0.098,0.222,0.222,0.0,0.0,0.222,0.0,0.0,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,2022-06-03,0.0
20242-AAA-OAK,Kevin Smith,OAK,25,AAA,8,-47,0.125,0.0,0.143,0.0,0.25,0.143,0.125,0.125,0.125,0.0,0,0,0,1,0,0.286,0.714,0.0,0.286,0.714,0.0,2022-06-03,0.0
20287-A-NYY,Ben Rortvedt,NYY,24,A,5,386,0.2,0.75,0.1,0.2,1.85,0.5,0.5,0.6,1.25,1.0,1,0,0,0,0,0.0,0.333,0.667,0.0,0.333,0.667,2022-06-03,0.8336462575756723
20321-AAA-SFG,Stuart Fairchild,SFG,26,AAA,21,113,0.381,0.25,0.176,0.19,0.818,0.286,0.188,0.381,0.438,0.333,1,1,0,2,0,0.375,0.375,0.25,0.375,0.375,0.25,2022-06-03,0.3051693988704008
20321-AAA-SEA,Stuart Fairchild,SEA,26,AAA,21,214,0.143,0.188,0.182,0.095,1.196,0.5,0.438,0.571,0.625,0.2,1,0,0,0,0,0.385,0.308,0.308,0.385,0.308,0.308,2022-06-03,0.37575244987619416
20321-AAA-ARI,Stuart Fairchild,ARI,26,AAA,43,58,0.349,0.216,0.162,0.093,0.657,0.2,0.162,0.279,0.378,0.286,2,2,0,0,1,0.35,0.5,0.15,0.35,0.5,0.15,2022-06-03,0.2568460647391598
20325-AAA-MIN,Alex Kirilloff,MIN,24,AAA,102,139,0.157,0.106,0.101,0.157,0.855,0.373,0.318,0.431,0.424,0.1,2,3,0,1,0,0.294,0.471,0.235,0.294,0.471,0.235,2022-06-03,0.21688831172467074
20332-AAA-SFG,Luis Gonzalez,SFG,26,AAA,58,137,0.224,0.265,0.081,0.155,0.948,0.312,0.286,0.397,0.551,0.286,4,1,0,4,2,0.389,0.444,0.167,0.389,0.444,0.167,2022-06-03,0.36199715039513564
20437-AAA-MIN,Royce Lewis,MIN,23,AAA,153,151,0.209,0.221,0.112,0.118,0.94,0.379,0.313,0.405,0.534,0.167,5,12,1,12,2,0.312,0.427,0.26,0.312,0.427,0.26,2022-06-03,0.3410490324592814
20450-AAA-KCR,Brewer Hicklen,KCR,26,AAA,182,120,0.39,0.203,0.142,0.088,0.828,0.446,0.272,0.354,0.475,0.182,6,12,1,11,0,0.375,0.364,0.261,0.375,0.364,0.261,2022-06-03,0.28359855786233695
20493-AAA-ARI,Seth Beer,ARI,25,AAA,64,103,0.219,0.235,0.14,0.094,0.81,0.229,0.216,0.359,0.451,0.167,3,3,0,0,0,0.474,0.5,0.026,0.474,0.5,0.026,2022-06-03,0.30525558923474644
20521-AAA-CHC,Nick Madrigal,CHC,25,AAA,8,20,0.0,0.0,0.038,0.0,0.393,0.143,0.143,0.25,0.143,0.0,0,0,0,0,0,0.286,0.714,0.0,0.286,0.714,0.0,2022-06-03,0.0
20599-AAA-STL,Ivan Herrera,STL,22,AAA,104,152,0.183,0.182,0.079,0.125,0.934,0.388,0.33,0.423,0.511,0.125,3,5,1,1,0,0.343,0.443,0.214,0.343,0.443,0.214,2022-06-03,0.3091124625751074
21127-AAA-CIN,Alejo Lopez,CIN,26,AAA,50,75,0.16,0.048,0.079,0.16,0.602,0.265,0.214,0.34,0.262,0.0,0,2,0,1,0,0.294,0.559,0.147,0.294,0.559,0.147,2022-06-03,0.09863450312210499
21139-AAA-CHC,Tyler Payne,CHC,29,AAA,59,101,0.22,0.093,0.121,0.051,0.752,0.405,0.315,0.345,0.407,0.0,0,3,1,0,0,0.167,0.595,0.238,0.167,0.595,0.238,2022-06-03,0.18796369001692617
21304-AA-CIN,Mark Kolozsvary,CIN,26,AA,15,78,0.267,0.0,0.164,0.267,0.5,0.167,0.1,0.4,0.1,0.0,0,0,0,0,0,0.667,0.167,0.167,0.667,0.167,0.167,2022-06-03,0.0
21386-AAA-SFG,Michael Papierski,SFG,26,AAA,20,-33,0.35,0.0,0.117,0.0,0.308,0.231,0.158,0.15,0.158,0.0,0,0,0,0,0,0.308,0.692,0.0,0.308,0.692,0.0,2022-06-03,0.0
21454-AAA-STL,Lars Nootbaar,STL,24,AAA,50,169,0.18,0.375,0.079,0.16,1.05,0.25,0.275,0.4,0.65,0.25,4,3,0,2,0,0.5,0.375,0.125,0.5,0.375,0.125,2022-06-03,0.462973184259406
21501-AAA-MIN,Trevor Larnach,MIN,25,AAA,22,-18,0.364,0.0,0.135,0.091,0.287,0.167,0.105,0.182,0.105,0.0,0,0,0,0,0,0.333,0.583,0.083,0.333,0.583,0.083,2022-06-03,0.0
21501-AA-MIN,Trevor Larnach,MIN,25,AA,9,30,0.333,0.375,0.179,0.111,0.722,0.0,0.125,0.222,0.5,0.5,1,0,0,0,0,0.4,0.2,0.4,0.4,0.2,0.4,2022-06-03,0.375
21534-AAA-SEA,Cal Raleigh,SEA,25,AAA,30,99,0.233,0.179,0.146,0.067,0.798,0.35,0.286,0.333,0.464,0.333,1,2,0,0,0,0.15,0.4,0.45,0.15,0.4,0.45,2022-06-03,0.27706863986868946
21538-AAA-MIA,Nick Fortes,MIA,25,AAA,120,98,0.142,0.124,0.091,0.092,0.723,0.279,0.257,0.342,0.381,0.097,3,4,0,1,0,0.348,0.461,0.191,0.348,0.461,0.191,2022-06-03,0.21279166071811276
21562-AAA-CHW,Romy Gonzalez,CHW,25,AAA,75,81,0.373,0.125,0.142,0.147,0.648,0.324,0.203,0.32,0.328,0.286,2,2,0,5,1,0.2,0.6,0.2,0.2,0.6,0.2,2022-06-03,0.17619635176557477
21646-A+-PHI,Rafael Marchan,PHI,23,A+,15,97,0.133,0.154,0.123,0.133,0.718,0.273,0.231,0.333,0.385,0.0,0,2,0,0,0,0.545,0.273,0.182,0.545,0.273,0.182,2022-06-03,0.2501597755620855
21646-AAA-PHI,Rafael Marchan,PHI,23,AAA,8,-55,0.25,0.0,0.033,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0.2,0.8,0.0,0.2,0.8,0.0,2022-06-03,0.0
21735-AA-KCR,Sebastian Rivero,KCR,23,AA,83,113,0.205,0.233,0.141,0.084,0.856,0.315,0.274,0.349,0.507,0.12,3,8,0,0,0,0.455,0.382,0.164,0.455,0.382,0.164,2022-06-03,0.33427868406767236
21987-AAA-PIT,Rodolfo Castro,PIT,23,AAA,116,123,0.267,0.152,0.126,0.172,0.799,0.35,0.25,0.397,0.402,0.083,2,6,1,5,0,0.407,0.39,0.203,0.407,0.39,0.203,2022-06-03,0.23618146337520043
22164-AAA-MIA,Payton Henry,MIA,25,AAA,14,94,0.357,0.091,0.2,0.143,0.721,0.429,0.273,0.357,0.364,0.0,0,1,0,0,0,0.286,0.429,0.286,0.286,0.429,0.286,2022-06-03,0.15493466448065954
22165-AAA-COL,Ryan Vilade,COL,23,AAA,187,79,0.123,0.075,0.083,0.128,0.675,0.288,0.252,0.348,0.327,0.0,0,8,2,4,2,0.299,0.5,0.201,0.299,0.5,0.201,2022-06-03,0.15402195588373235
22169-AAA-PIT,Cal Mitchell,PIT,23,AAA,138,127,0.145,0.194,0.118,0.072,0.862,0.327,0.306,0.362,0.5,0.156,5,9,0,6,0,0.314,0.49,0.196,0.314,0.49,0.196,2022-06-03,0.31413481344889127
22197-AAA-KCR,MJ Melendez,KCR,23,AAA,91,62,0.242,0.128,0.159,0.143,0.581,0.204,0.167,0.286,0.295,0.08,2,4,0,3,0,0.446,0.393,0.161,0.446,0.393,0.161,2022-06-03,0.17546279999476086
22209-AAA-TEX,Sam Huff,TEX,24,AAA,83,125,0.325,0.315,0.146,0.096,0.925,0.308,0.26,0.349,0.575,0.5,7,2,0,0,0,0.304,0.413,0.283,0.304,0.413,0.283,2022-06-03,0.38781016517860323
22254-AA-HOU,Joe Perez,HOU,22,AA,57,45,0.298,0.078,0.092,0.105,0.555,0.273,0.196,0.281,0.275,0.077,1,1,0,0,0,0.406,0.375,0.219,0.406,0.375,0.219,2022-06-03,0.12136787094435575
22263-AAA-STL,Nolan Gorman,STL,22,AAA,147,168,0.34,0.368,0.157,0.082,1.044,0.377,0.308,0.367,0.677,0.385,15,4,0,3,0,0.47,0.265,0.265,0.47,0.265,0.265,2022-06-03,0.452735679040395
22275-AAA-CHW,Jake Burger,CHW,26,AAA,58,112,0.19,0.191,0.122,0.155,0.766,0.212,0.213,0.362,0.404,0.231,3,0,0,0,0,0.382,0.441,0.176,0.382,0.441,0.176,2022-06-03,0.25771326707850395
22277-AAA-OAK,Nick Allen,OAK,23,AAA,143,69,0.161,0.081,0.101,0.105,0.641,0.273,0.234,0.326,0.315,0.062,2,4,0,8,1,0.32,0.4,0.28,0.32,0.4,0.28,2022-06-03,0.14911662125698266
22871-AA-PIT,Tucupita Marcano,PIT,22,AA,113,146,0.212,0.183,0.089,0.15,0.905,0.391,0.312,0.411,0.495,0.074,2,7,2,2,2,0.386,0.386,0.229,0.386,0.386,0.229,2022-06-03,0.30098609991065617
23359-AAA-CHC,Nelson Velazquez,CHC,23,AAA,81,88,0.37,0.194,0.189,0.086,0.713,0.325,0.222,0.296,0.417,0.2,3,5,0,5,2,0.349,0.372,0.279,0.349,0.372,0.279,2022-06-03,0.25510517574879094
23378-AAA-CIN,Jose Barrero,CIN,24,AAA,43,128,0.372,0.316,0.205,0.093,0.878,0.316,0.237,0.326,0.553,0.375,3,3,0,1,0,0.364,0.364,0.273,0.364,0.364,0.273,2022-06-03,0.380756970349056
23792-AAA-ARI,Alek Thomas,ARI,22,AAA,116,114,0.138,0.218,0.097,0.112,0.857,0.293,0.277,0.362,0.495,0.2,4,8,1,3,2,0.247,0.568,0.185,0.247,0.568,0.185,2022-06-03,0.33004440768575377
24589-AAA-CLE,Richie Palacios,CLE,25,AAA,95,120,0.211,0.198,0.118,0.147,0.825,0.322,0.259,0.368,0.457,0.143,2,6,2,5,0,0.233,0.533,0.233,0.233,0.533,0.233,2022-06-03,0.2963293878019341
24617-AAA-BOS,Jarren Duran,BOS,25,AAA,173,143,0.243,0.209,0.126,0.11,0.916,0.411,0.314,0.393,0.523,0.138,4,12,4,11,1,0.266,0.44,0.294,0.266,0.44,0.294,2022-06-03,0.3262082124838127
24671-A+-WSN,Cody Wilson,WSN,25,A+,42,59,0.452,0.194,0.191,0.071,0.605,0.25,0.167,0.244,0.361,0.25,2,1,0,4,0,0.444,0.444,0.111,0.444,0.444,0.111,2022-06-03,0.22910010504287018
24765-AAA-CLE,Bryan Lavastida,CLE,23,AAA,108,91,0.167,0.129,0.112,0.12,0.688,0.25,0.226,0.333,0.355,0.176,3,3,0,2,0,0.23,0.622,0.149,0.23,0.622,0.149,2022-06-03,0.20311449269389648
25931-AA-ATL,Michael Harris II,ATL,21,AA,196,128,0.199,0.201,0.116,0.087,0.878,0.364,0.305,0.372,0.506,0.1,5,16,2,11,3,0.37,0.459,0.17,0.37,0.459,0.17,2022-06-03,0.3171544960516606
26288-AA-BAL,Adley Rutschman,BAL,24,AA,14,200,0.071,0.167,0.058,0.143,1.083,0.455,0.417,0.5,0.583,0.0,0,2,0,0,0,0.182,0.364,0.455,0.182,0.364,0.455,2022-06-03,0.37228735442765504
26288-A+-BAL,Adley Rutschman,BAL,24,A+,15,229,0.0,0.231,0.066,0.133,1.226,0.462,0.462,0.533,0.692,0.0,0,3,0,0,0,0.231,0.385,0.385,0.231,0.385,0.385,2022-06-03,0.4982525326785635
26294-AAA-PHI,Bryson Stott,PHI,24,AAA,40,154,0.25,0.278,0.075,0.075,0.986,0.4,0.333,0.375,0.611,0.222,2,2,1,2,0,0.333,0.444,0.222,0.333,0.444,0.222,2022-06-03,0.39450509001024187
26396-AAA-TEX,Josh H. Smith,TEX,24,AAA,191,109,0.204,0.149,0.07,0.126,0.805,0.336,0.273,0.382,0.422,0.087,4,8,2,8,4,0.38,0.413,0.207,0.38,0.413,0.207,2022-06-03,0.2456122283942352
3711-AAA-OAK,Eric Thames,OAK,35,AAA,92,98,0.38,0.179,0.163,0.076,0.789,0.435,0.274,0.337,0.452,0.2,3,6,0,0,0,0.306,0.429,0.265,0.306,0.429,0.265,2022-06-03,0.25732489353165744
4314-A+-CIN,Joey Votto,CIN,38,A+,8,25,0.375,0.0,0.207,0.125,0.393,0.25,0.143,0.25,0.143,0.0,0,0,0,0,0,0.5,0.25,0.25,0.5,0.25,0.25,2022-06-03,0.0
4922-AAA-NYY,Ender Inciarte,NYY,31,AAA,92,84,0.185,0.12,0.074,0.098,0.677,0.281,0.241,0.315,0.361,0.083,2,2,1,4,2,0.364,0.5,0.136,0.364,0.5,0.136,2022-06-03,0.19761140170778307
5000-AAA-OAK,Stephen Vogt,OAK,37,AAA,11,83,0.364,0.3,0.174,0.091,0.773,0.2,0.2,0.273,0.5,0.5,1,0,0,0,0,0.333,0.5,0.167,0.333,0.5,0.167,2022-06-03,0.3417505643732358
5222-AAA-SEA,Justin Upton,SEA,34,AAA,9,-3,0.556,0.0,0.178,0.111,0.347,0.333,0.125,0.222,0.125,0.0,0,0,0,0,0,0.333,0.0,0.667,0.333,0.0,0.667,2022-06-03,0.0
5384-AAA-LAA,Juan Lagares,LAA,33,AAA,29,115,0.138,0.154,0.087,0.103,0.841,0.364,0.308,0.379,0.462,0.0,0,2,1,0,1,0.182,0.545,0.273,0.182,0.545,0.273,2022-06-03,0.2835033385473809
5417-AAA-HOU,Jose Altuve,HOU,32,AAA,8,180,0.25,0.143,0.087,0.125,1.071,0.6,0.429,0.5,0.571,0.0,0,1,0,0,0,0.4,0.2,0.4,0.4,0.2,0.4,2022-06-03,0.29982495325611697
5486-AAA-MIL,Abraham Almonte,MIL,33,AAA,113,144,0.204,0.278,0.088,0.115,0.939,0.304,0.289,0.372,0.567,0.241,7,6,0,0,0,0.382,0.474,0.145,0.382,0.474,0.145,2022-06-03,0.37838561345895994
6012-AAA-PHI,Didi Gregorius,PHI,32,AAA,8,251,0.125,0.5,0.129,0.125,1.5,0.4,0.5,0.5,1.0,1.0,1,0,0,0,0,0.167,0.5,0.333,0.167,0.5,0.333,2022-06-03,0.6426472264987207
7168-AAA-ARI,Juan Centeno,ARI,32,AAA,14,92,0.071,0.077,0.082,0.071,0.742,0.333,0.308,0.357,0.385,0.0,0,1,0,0,0,0.0,0.583,0.417,0.0,0.583,0.417,2022-06-03,0.19015336062681257
7168-AA-ARI,Juan Centeno,ARI,32,AA,108,121,0.176,0.227,0.091,0.046,0.884,0.319,0.299,0.358,0.526,0.194,6,4,0,0,0,0.397,0.436,0.167,0.397,0.436,0.167,2022-06-03,0.3377841906871418
8418-AAA-WSN,Ehire Adrianza,WSN,32,AAA,9,93,0.222,0.333,0.111,0.0,0.778,0.167,0.222,0.222,0.556,0.2,1,0,0,0,0,0.714,0.286,0.0,0.714,0.286,0.0,2022-06-03,0.3859429212056752
8879-AAA-DET,Ryan Lavarnway,DET,34,AAA,149,142,0.188,0.176,0.113,0.134,0.889,0.362,0.304,0.409,0.48,0.095,4,10,0,0,0,0.438,0.354,0.208,0.438,0.354,0.208,2022-06-03,0.2913660088501288
9952-AAA-DET,Trayce Thompson,DET,31,AAA,53,126,0.264,0.286,0.131,0.057,0.872,0.29,0.265,0.321,0.551,0.235,4,2,0,1,1,0.486,0.286,0.229,0.486,0.286,0.229,2022-06-03,0.36719120503418695
9952-AAA-SDP,Trayce Thompson,SDP,31,AAA,65,185,0.277,0.544,0.153,0.108,1.244,0.29,0.316,0.385,0.86,0.474,9,4,0,1,0,0.487,0.231,0.282,0.487,0.231,0.282,2022-06-03,0.6118979683251435
sa1052762-A+-ARI,Spencer Brickhouse,ARI,24,A+,62,99,0.387,0.246,0.221,0.065,0.697,0.241,0.193,0.258,0.439,0.267,4,2,0,0,0,0.469,0.375,0.156,0.469,0.375,0.156,2022-06-03,0.29128632866838755
