idlevelorg,Name,Org,Age,Level,PA,wRC+,K%,ISO,SwStr%,BB%,OPS,BABIP,AVG,OBP,SLG,HR/FB,HR,2B,3B,SB,CS,FB%,GB%,LD%,Pull%,Cent%,Oppo%,Date,hmm
18083-AAA-OAK,Austin Allen,OAK,28,AAA,50,91,0.22,0.122,0.139,0.12,0.726,0.3,0.244,0.36,0.366,0.1,1,2,0,0,0,0.323,0.484,0.194,0.323,0.484,0.194,2022-06-03,0.1975661389349782
18126-AAA-SFG,LaMonte Wade Jr.,SFG,28,AAA,30,128,0.0,0.238,0.042,0.233,0.91,0.19,0.238,0.433,0.476,0.083,1,2,0,0,0,0.571,0.238,0.19,0.571,0.238,0.19,2022-06-03,0.34739588261208276
18136-AAA-SFG,Ka'ai Tom,SFG,28,AAA,135,83,0.267,0.111,0.118,0.096,0.7,0.338,0.248,0.341,0.359,0.065,2,7,0,5,0,0.378,0.341,0.28,0.378,0.341,0.28,2022-06-03,0.18278912595406882
18206-AAA-NYM,Nick Dini,NYM,28,AAA,76,135,0.171,0.266,0.105,0.145,0.884,0.239,0.25,0.368,0.516,0.192,5,2,0,0,0,0.52,0.32,0.16,0.52,0.32,0.16,2022-06-03,0.35174513498194176
18288-AAA-SFG,Austin Dean,SFG,28,AAA,148,99,0.257,0.295,0.092,0.054,0.844,0.275,0.252,0.297,0.547,0.222,10,5,3,2,2,0.455,0.333,0.212,0.455,0.333,0.212,2022-06-03,0.37371186520767014
18289-A-MIA,Brian Anderson,MIA,29,A,4,128,0.25,0.0,0.125,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,2022-06-03,0.0
18353-AAA-DET,Daz Cameron,DET,25,AAA,104,78,0.298,0.115,0.127,0.058,0.673,0.354,0.26,0.298,0.375,0.083,2,5,0,5,1,0.369,0.385,0.246,0.369,0.385,0.246,2022-06-03,0.18455291932019952
18395-AAA-NYM,Travis Blankenhorn,NYM,25,AAA,149,55,0.282,0.13,0.144,0.054,0.588,0.258,0.203,0.255,0.333,0.1,4,6,0,2,0,0.43,0.398,0.172,0.43,0.398,0.172,2022-06-03,0.1845075989078117
18425-AAA-CIN,Trey Amburgey,CIN,27,AAA,119,102,0.311,0.226,0.126,0.109,0.764,0.274,0.226,0.311,0.453,0.304,7,1,1,0,1,0.348,0.394,0.258,0.348,0.394,0.258,2022-06-03,0.2901603179452749
18496-AAA-STL,Junior Fernandez,STL,25,AAA,0,-100,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,,,,,,2022-06-03,0.0
18551-AAA-STL,Ali Sanchez,STL,25,AAA,99,70,0.263,0.111,0.089,0.091,0.626,0.29,0.222,0.293,0.333,0.133,2,4,0,1,0,0.238,0.556,0.206,0.238,0.556,0.206,2022-06-03,0.17233921501159094
18690-AAA-NYM,Nick Plummer,NYM,25,AAA,99,113,0.273,0.261,0.165,0.061,0.824,0.281,0.25,0.313,0.511,0.2,6,5,0,2,2,0.476,0.381,0.143,0.476,0.381,0.143,2022-06-03,0.3367553724848249
18839-AAA-CLE,Josh Naylor,CLE,25,AAA,25,91,0.0,0.1,0.071,0.2,0.66,0.2,0.2,0.36,0.3,0.0,0,2,0,0,0,0.2,0.6,0.2,0.2,0.6,0.2,2022-06-03,0.18846049883807775
18872-AAA-BAL,Jahmai Jones,BAL,24,AAA,118,91,0.195,0.131,0.086,0.119,0.682,0.257,0.212,0.339,0.343,0.105,2,5,1,2,1,0.26,0.534,0.205,0.26,0.534,0.205,2022-06-03,0.20171177977003021
19181-AAA-TOR,Zack Collins,TOR,27,AAA,26,133,0.231,0.316,0.059,0.269,0.858,0.091,0.158,0.385,0.474,0.25,2,0,0,0,0,0.615,0.385,0.0,0.615,0.385,0.0,2022-06-03,0.34401337818250516
19250-AAA-CHC,Trent Giambrone,CHC,28,AAA,106,65,0.255,0.111,0.134,0.123,0.602,0.242,0.189,0.302,0.3,0.091,2,4,0,8,1,0.344,0.359,0.297,0.344,0.359,0.297,2022-06-03,0.1625424833903145
19252-AAA-TOR,Cavan Biggio,TOR,27,AAA,39,138,0.154,0.103,0.093,0.256,0.841,0.348,0.276,0.462,0.379,0.0,0,3,0,2,0,0.304,0.522,0.174,0.304,0.522,0.174,2022-06-03,0.20522586503516702
19294-AAA-TEX,Nick Solak,TEX,27,AAA,46,85,0.239,0.1,0.085,0.087,0.698,0.321,0.25,0.348,0.35,0.111,1,1,0,1,0,0.321,0.429,0.25,0.321,0.429,0.25,2022-06-03,0.1706986350693475
19354-AAA-TBR,Luke Raley,TBR,27,AAA,43,151,0.256,0.294,0.144,0.116,0.954,0.286,0.265,0.395,0.559,0.3,3,1,0,0,0,0.435,0.391,0.174,0.435,0.391,0.174,2022-06-03,0.37608891311405984
19392-AAA-LAD,Zach McKinstry,LAD,27,AAA,177,131,0.164,0.126,0.087,0.124,0.887,0.402,0.338,0.424,0.464,0.057,2,5,4,0,2,0.285,0.431,0.285,0.285,0.431,0.285,2022-06-03,0.2516081117918092
19422-AAA-COL,Brian Serven,COL,27,AAA,96,132,0.156,0.234,0.113,0.167,0.913,0.276,0.273,0.406,0.506,0.278,5,3,0,0,0,0.3,0.55,0.15,0.3,0.55,0.15,2022-06-03,0.3354822851622219
19432-AAA-ARI,Yonny Hernandez,ARI,24,AAA,129,110,0.155,0.105,0.045,0.147,0.783,0.333,0.276,0.402,0.381,0.067,1,4,2,14,3,0.181,0.518,0.301,0.181,0.518,0.301,2022-06-03,0.20262560882013517
19477-AAA-HOU,Alex De Goti,HOU,27,AAA,206,102,0.17,0.196,0.093,0.121,0.802,0.293,0.257,0.35,0.453,0.104,5,16,2,0,1,0.331,0.4,0.269,0.331,0.4,0.269,2022-06-03,0.29588123735701427
19508-AAA-SEA,Kyle Lewis,SEA,26,AAA,41,158,0.146,0.314,0.09,0.122,1.043,0.308,0.314,0.415,0.629,0.25,3,2,0,0,0,0.429,0.393,0.179,0.429,0.393,0.179,2022-06-03,0.43371316361961326
19552-AAA-SFG,Jaylin Davis,SFG,27,AAA,47,103,0.298,0.205,0.273,0.064,0.84,0.393,0.295,0.34,0.5,0.182,2,3,0,3,1,0.407,0.37,0.222,0.407,0.37,0.222,2022-06-03,0.29970567226613926
19552-AAA-BOS,Jaylin Davis,BOS,27,AAA,70,66,0.329,0.141,0.208,0.057,0.631,0.3,0.219,0.271,0.359,0.118,2,3,0,0,0,0.415,0.341,0.244,0.415,0.341,0.244,2022-06-03,0.19822722763375966
19553-AA-PHI,Simon Muzziotti,PHI,23,AA,27,105,0.259,0.167,0.095,0.111,0.75,0.353,0.25,0.333,0.417,0.0,0,0,2,0,0,0.412,0.529,0.059,0.412,0.529,0.059,2022-06-03,0.25676034651007995
19577-AAA-ARI,Nick Heath,ARI,28,AAA,29,41,0.345,0.207,0.128,0.0,0.621,0.235,0.207,0.207,0.414,0.286,2,0,0,1,1,0.368,0.474,0.158,0.368,0.474,0.158,2022-06-03,0.2552112112681778
19643-AAA-CLE,Daniel Johnson,CLE,26,AAA,69,50,0.348,0.159,0.235,0.0,0.594,0.286,0.217,0.217,0.377,0.176,3,2,0,1,1,0.378,0.489,0.133,0.378,0.489,0.133,2022-06-03,0.21262222716551027
19643-AAA-NYM,Daniel Johnson,NYM,26,AAA,15,-35,0.4,0.0,0.132,0.0,0.267,0.222,0.133,0.133,0.133,0.0,0,0,0,0,0,0.444,0.444,0.111,0.444,0.444,0.111,2022-06-03,0.0
19667-AAA-TEX,Zach Reks,TEX,28,AAA,103,163,0.262,0.292,0.112,0.107,1.056,0.439,0.337,0.427,0.629,0.263,5,9,1,1,0,0.328,0.379,0.293,0.328,0.379,0.293,2022-06-03,0.41599820582807945
19734-AAA-ARI,Josh Rojas,ARI,28,AAA,9,238,0.111,0.2,0.053,0.444,1.267,0.5,0.4,0.667,0.6,0.0,0,1,0,1,0,0.25,0.5,0.25,0.25,0.5,0.25,2022-06-03,0.40757053897078016
19818-AAA-TOR,Josh Palacios,TOR,26,AAA,24,125,0.208,0.286,0.161,0.083,0.857,0.214,0.238,0.333,0.524,0.286,2,0,0,2,1,0.438,0.5,0.062,0.438,0.5,0.062,2022-06-03,0.3558501513289561
19872-AAA-CHC,Greg Deichmann,CHC,27,AAA,112,49,0.348,0.123,0.167,0.045,0.571,0.292,0.208,0.241,0.33,0.103,3,4,0,3,1,0.426,0.353,0.221,0.426,0.353,0.221,2022-06-03,0.172384122678441
19931-AAA-SFG,Luke Williams,SFG,25,AAA,41,131,0.317,0.108,0.173,0.073,0.901,0.56,0.378,0.415,0.486,0.0,0,4,0,4,2,0.44,0.16,0.4,0.44,0.16,0.4,2022-06-03,0.21477212478853805
19931-AAA-MIA,Luke Williams,MIA,25,AAA,13,173,0.308,0.333,0.095,0.308,1.017,0.25,0.222,0.462,0.556,0.333,1,0,0,4,0,0.6,0.0,0.4,0.6,0.0,0.4,2022-06-03,0.39521035668299387
19953-AAA-TBR,Josh Lowe,TBR,24,AAA,99,135,0.384,0.261,0.138,0.101,0.899,0.435,0.284,0.354,0.545,0.227,5,8,0,2,1,0.431,0.392,0.176,0.431,0.392,0.176,2022-06-03,0.34541099832850114
19956-AA-PHI,Mickey Moniak,PHI,24,AA,25,177,0.24,0.261,0.154,0.04,1.052,0.471,0.391,0.4,0.652,0.167,1,1,1,0,0,0.333,0.389,0.278,0.333,0.389,0.278,2022-06-03,0.4015315755575275
19956-A-PHI,Mickey Moniak,PHI,24,A,13,210,0.231,0.3,0.109,0.0,1.162,0.5,0.4,0.462,0.7,0.0,0,1,1,0,0,0.5,0.25,0.25,0.5,0.25,0.25,2022-06-03,0.4536563742323658
19960-AAA-SEA,Taylor Trammell,SEA,24,AAA,13,112,0.308,0.333,0.214,0.077,0.891,0.286,0.25,0.308,0.583,0.25,1,1,0,2,0,0.5,0.375,0.125,0.5,0.375,0.125,2022-06-03,0.40414715132092566
19977-AAA-WSN,Tres Barrera,WSN,27,AAA,132,158,0.197,0.234,0.078,0.114,0.969,0.375,0.324,0.411,0.559,0.214,6,6,1,0,1,0.329,0.424,0.247,0.329,0.424,0.247,2022-06-03,0.35801823941705063
20056-AAA-COL,Alan Trejo,COL,26,AAA,66,42,0.242,0.172,0.14,0.03,0.602,0.239,0.203,0.227,0.375,0.091,2,3,1,0,0,0.458,0.312,0.229,0.458,0.312,0.229,2022-06-03,0.23498944904688177
20078-AAA-SEA,Evan White,SEA,26,AAA,28,25,0.286,0.0,0.126,0.179,0.416,0.2,0.13,0.286,0.13,0.0,0,0,0,0,0,0.357,0.429,0.214,0.357,0.429,0.214,2022-06-03,0.0
20263-AAA-MIL,Mario Feliciano,MIL,23,AAA,126,112,0.198,0.07,0.126,0.048,0.767,0.411,0.322,0.376,0.391,0.0,0,8,0,1,2,0.225,0.528,0.247,0.225,0.528,0.247,2022-06-03,0.1618619031670921
20275-AAA-BOS,Jonathan Arauz,BOS,23,AAA,91,30,0.132,0.047,0.066,0.066,0.477,0.219,0.188,0.242,0.235,0.0,0,4,0,1,0,0.333,0.5,0.167,0.333,0.5,0.167,2022-06-03,0.090567749044761
20391-AAA-WSN,Luis Garcia,WSN,22,AAA,193,134,0.176,0.217,0.114,0.083,0.899,0.348,0.314,0.368,0.531,0.205,8,6,4,1,0,0.277,0.518,0.206,0.277,0.518,0.206,2022-06-03,0.33721079188988207
20501-AAA-STL,Scott Hurst,STL,26,AAA,72,49,0.292,0.062,0.124,0.097,0.539,0.295,0.2,0.278,0.262,0.0,0,2,1,3,1,0.318,0.477,0.205,0.318,0.477,0.205,2022-06-03,0.10480552096147454
20503-AAA-ATL,William Contreras,ATL,24,AAA,51,87,0.196,0.062,0.133,0.059,0.688,0.368,0.292,0.333,0.354,0.0,0,3,0,0,0,0.263,0.605,0.132,0.263,0.605,0.132,2022-06-03,0.1384292640272305
20533-AAA-OAK,Mickey McDonald,OAK,27,AAA,52,100,0.269,0.136,0.119,0.115,0.774,0.367,0.273,0.365,0.409,0.2,1,3,0,5,1,0.161,0.484,0.355,0.161,0.484,0.355,2022-06-03,0.2206732668692637
20536-AAA-TBR,Vidal Brujan,TBR,24,AAA,70,135,0.143,0.167,0.125,0.143,0.867,0.36,0.3,0.4,0.467,0.0,0,6,2,6,5,0.24,0.48,0.28,0.24,0.48,0.28,2022-06-03,0.2959425594412546
20538-AAA-MIN,Jose Miranda,MIN,24,AAA,95,90,0.147,0.186,0.079,0.053,0.737,0.274,0.256,0.295,0.442,0.077,2,10,0,0,0,0.371,0.386,0.243,0.371,0.386,0.243,2022-06-03,0.284059024879401
20540-A-MIA,Jose Devers,MIA,22,A,6,-6,0.5,0.0,0.129,0.0,0.333,0.333,0.167,0.167,0.167,0.0,0,0,0,0,0,0.333,0.667,0.0,0.333,0.667,0.0,2022-06-03,0.0
20540-AA-MIA,Jose Devers,MIA,22,AA,27,-10,0.296,0.042,0.171,0.074,0.352,0.176,0.125,0.185,0.167,0.0,0,1,0,1,0,0.412,0.412,0.176,0.412,0.412,0.176,2022-06-03,0.06068557191256099
20543-AAA-COL,Elehuris Montero,COL,23,AAA,207,124,0.227,0.209,0.138,0.082,0.895,0.357,0.308,0.379,0.516,0.196,11,5,0,2,1,0.427,0.344,0.229,0.427,0.344,0.229,2022-06-03,0.31496375346569944
20572-AAA-DET,Kody Clemens,DET,26,AAA,197,116,0.264,0.245,0.145,0.051,0.844,0.349,0.283,0.316,0.527,0.16,8,9,6,3,1,0.379,0.417,0.205,0.379,0.417,0.205,2022-06-03,0.34100618536834376
20970-AAA-CLE,Oscar Gonzalez,CLE,24,AAA,182,108,0.143,0.224,0.169,0.033,0.813,0.286,0.282,0.308,0.506,0.18,9,8,2,0,0,0.342,0.459,0.199,0.342,0.459,0.199,2022-06-03,0.332310682181132
21304-AAA-CIN,Mark Kolozsvary,CIN,26,AAA,41,86,0.293,0.139,0.16,0.073,0.678,0.304,0.222,0.317,0.361,0.125,1,2,0,0,0,0.348,0.348,0.304,0.348,0.348,0.304,2022-06-03,0.20361410942773758
21386-AAA-HOU,Michael Papierski,HOU,26,AAA,108,60,0.083,0.067,0.075,0.13,0.602,0.22,0.211,0.324,0.278,0.034,1,3,0,0,0,0.349,0.446,0.205,0.349,0.446,0.205,2022-06-03,0.12904179982622904
21558-AAA-PHI,Matt Vierling,PHI,25,AAA,81,79,0.148,0.125,0.055,0.111,0.656,0.254,0.222,0.309,0.347,0.042,1,4,1,8,2,0.407,0.407,0.186,0.407,0.407,0.186,2022-06-03,0.2038429554899847
21560-AAA-CHC,Alfonso Rivas,CHC,25,AAA,14,295,0.286,0.385,0.048,0.071,1.495,0.75,0.538,0.571,0.923,0.5,1,2,0,0,0,0.222,0.444,0.333,0.222,0.444,0.333,2022-06-03,0.5737306131084701
21614-AAA-KCR,Kyle Isbel,KCR,25,AAA,23,125,0.13,0.25,0.049,0.087,0.848,0.25,0.25,0.348,0.5,0.25,1,2,0,0,1,0.267,0.667,0.067,0.267,0.667,0.067,2022-06-03,0.34968847112258156
21622-AAA-ARI,Jake McCarthy,ARI,24,AAA,91,201,0.121,0.293,0.113,0.143,1.199,0.424,0.4,0.505,0.693,0.385,5,5,1,7,2,0.206,0.46,0.333,0.206,0.46,0.333,2022-06-03,0.46848845242073806
21635-AAA-PHI,Nick Maton,PHI,25,AAA,175,120,0.223,0.221,0.111,0.143,0.822,0.291,0.241,0.36,0.462,0.094,5,15,1,1,0,0.5,0.302,0.198,0.5,0.302,0.198,2022-06-03,0.3087463473605061
21711-AAA-PIT,Oneil Cruz,PIT,23,AAA,195,97,0.251,0.18,0.124,0.128,0.723,0.261,0.216,0.328,0.395,0.206,7,5,2,10,4,0.301,0.496,0.204,0.301,0.496,0.204,2022-06-03,0.2483275753458759
21794-AAA-TEX,Sherten Apostel,TEX,23,AAA,77,90,0.403,0.209,0.192,0.13,0.758,0.364,0.224,0.325,0.433,0.3,3,5,0,0,0,0.278,0.444,0.278,0.278,0.444,0.278,2022-06-03,0.2719418727278008
21897-AA-CHC,Christopher Morel,CHC,23,AA,122,144,0.246,0.259,0.148,0.082,0.945,0.366,0.306,0.38,0.565,0.226,7,5,1,3,3,0.408,0.382,0.211,0.408,0.382,0.211,2022-06-03,0.36594091361818226
22168-AAA-DET,Akil Baddoo,DET,23,AAA,9,-48,0.111,0.0,0.049,0.0,0.222,0.125,0.111,0.111,0.111,0.0,0,0,0,0,0,0.125,0.875,0.0,0.125,0.875,0.0,2022-06-03,0.0
22217-AAA-SDP,Luis Campusano,SDP,23,AAA,124,131,0.153,0.202,0.113,0.105,0.918,0.356,0.321,0.395,0.523,0.154,4,8,1,0,0,0.289,0.544,0.167,0.289,0.544,0.167,2022-06-03,0.33152574478379276
22244-AA-PIT,Jack Suwinski,PIT,23,AA,57,197,0.246,0.333,0.119,0.088,1.107,0.441,0.353,0.421,0.686,0.2,3,8,0,1,0,0.417,0.361,0.222,0.417,0.361,0.222,2022-06-03,0.4629262704380125
22515-AAA-SFG,Heliot Ramos,SFG,22,AAA,175,54,0.257,0.103,0.155,0.097,0.595,0.255,0.2,0.291,0.303,0.167,4,4,0,2,1,0.222,0.556,0.222,0.222,0.556,0.222,2022-06-03,0.155425938717777
22558-AAA-SEA,Jarred Kelenic,SEA,22,AAA,66,139,0.379,0.339,0.152,0.061,0.994,0.438,0.306,0.348,0.645,0.312,5,4,1,1,0,0.432,0.405,0.162,0.432,0.405,0.162,2022-06-03,0.4267763496215286
22563-AAA-CLE,Gabriel Arias,CLE,22,AAA,78,72,0.321,0.183,0.222,0.064,0.65,0.256,0.197,0.269,0.38,0.214,3,4,0,3,0,0.326,0.465,0.209,0.326,0.465,0.209,2022-06-03,0.23759227236856426
23359-AA-CHC,Nelson Velazquez,CHC,23,AA,94,171,0.351,0.412,0.174,0.149,1.094,0.368,0.288,0.394,0.7,0.346,9,4,1,5,2,0.553,0.191,0.255,0.553,0.191,0.255,2022-06-03,0.49061672989247157
23559-AAA-TEX,Ryan Dorow,TEX,26,AAA,138,89,0.225,0.132,0.125,0.101,0.731,0.33,0.256,0.343,0.388,0.056,2,6,2,0,1,0.404,0.404,0.191,0.404,0.404,0.191,2022-06-03,0.21722875991077212
24679-AAA-STL,Brendan Donovan,STL,25,AAA,65,118,0.123,0.105,0.041,0.123,0.788,0.333,0.298,0.385,0.404,0.071,1,3,0,0,0,0.286,0.469,0.245,0.286,0.469,0.245,2022-06-03,0.21289437666285535
25040-AAA-TOR,Vinny Capra,TOR,25,AAA,99,121,0.101,0.136,0.06,0.091,0.817,0.316,0.307,0.374,0.443,0.125,3,3,0,3,1,0.324,0.392,0.284,0.324,0.392,0.284,2022-06-03,0.2553332270350977
25768-AAA-SDP,C.J. Abrams,SDP,21,AAA,96,102,0.198,0.184,0.14,0.062,0.804,0.312,0.276,0.344,0.46,0.182,4,2,1,5,3,0.328,0.463,0.209,0.328,0.463,0.209,2022-06-03,0.2808558843377471
26197-AAA-CHW,Andrew Vaughn,CHW,24,AAA,9,275,0.111,0.857,0.029,0.222,1.587,0.0,0.286,0.444,1.143,1.0,2,0,0,0,0,0.333,0.5,0.167,0.333,0.5,0.167,2022-06-03,0.857
26288-AAA-BAL,Adley Rutschman,BAL,24,AAA,53,125,0.113,0.209,0.048,0.132,0.819,0.206,0.233,0.377,0.442,0.333,3,0,0,0,0,0.25,0.5,0.25,0.25,0.5,0.25,2022-06-03,0.2916236853727497
27461-AAA-SDP,Shogo Akiyama,SDP,34,AAA,70,133,0.171,0.197,0.096,0.057,0.931,0.392,0.348,0.386,0.545,0.3,3,2,1,1,0,0.2,0.46,0.34,0.2,0.46,0.34,2022-06-03,0.3324197235465619
4062-AAA-TOR,Dexter Fowler,TOR,36,AAA,15,143,0.133,0.0,0.077,0.133,0.883,0.455,0.417,0.467,0.417,0.0,0,0,0,0,0,0.455,0.364,0.182,0.455,0.364,0.182,2022-06-03,0.0
5273-AAA-CIN,Sandy Leon,CIN,33,AAA,61,70,0.164,0.098,0.061,0.148,0.606,0.22,0.196,0.311,0.294,0.067,1,2,0,0,0,0.395,0.421,0.184,0.395,0.421,0.184,2022-06-03,0.15571337147442188
5398-AAA-ARI,Juan Graterol,ARI,33,AAA,88,54,0.102,0.123,0.1,0.034,0.618,0.225,0.222,0.273,0.346,0.1,2,4,0,2,0,0.274,0.521,0.205,0.274,0.521,0.205,2022-06-03,0.20175971564567718
5491-AAA-LAA,Austin Romine,LAA,33,AAA,39,99,0.205,0.121,0.155,0.128,0.762,0.333,0.273,0.368,0.394,0.125,1,1,0,0,0,0.32,0.36,0.32,0.32,0.36,0.32,2022-06-03,0.20949891193086578
5667-AAA-SEA,Steven Souza Jr.,SEA,33,AAA,96,140,0.26,0.267,0.12,0.198,0.95,0.326,0.267,0.417,0.533,0.227,5,5,0,3,1,0.44,0.34,0.22,0.44,0.34,0.22,2022-06-03,0.3587323019095935
5751-AAA-ATL,Hernan Perez,ATL,31,AAA,97,93,0.206,0.151,0.134,0.082,0.727,0.292,0.256,0.32,0.407,0.158,3,4,0,2,0,0.279,0.485,0.235,0.279,0.485,0.235,2022-06-03,0.23387152233686634
7226-AAA-OAK,Matt Davidson,OAK,31,AAA,76,88,0.263,0.206,0.163,0.079,0.757,0.273,0.235,0.316,0.441,0.182,4,2,0,0,0,0.458,0.354,0.188,0.458,0.354,0.188,2022-06-03,0.27794101929607334
7226-AAA-ARI,Matt Davidson,ARI,31,AAA,51,236,0.275,0.568,0.125,0.118,1.425,0.409,0.386,0.471,0.955,0.571,8,1,0,0,0,0.483,0.31,0.207,0.483,0.31,0.207,2022-06-03,0.6589152147285151
7740-AAA-LAD,Ty Kelly,LAD,33,AAA,29,-4,0.276,0.04,0.069,0.103,0.367,0.167,0.12,0.207,0.16,0.0,0,1,0,0,0,0.235,0.471,0.294,0.235,0.471,0.294,2022-06-03,0.058217206424162365
7949-A-MIN,Tim Beckham,MIN,32,A,9,219,0.222,0.429,0.111,0.222,1.159,0.25,0.286,0.444,0.714,0.333,1,0,0,0,0,0.6,0.2,0.2,0.6,0.2,0.2,2022-06-03,0.5055513842785265
7949-AAA-MIN,Tim Beckham,MIN,32,AAA,9,276,0.222,0.375,0.122,0.111,1.431,0.6,0.5,0.556,0.875,0.5,1,0,0,0,0,0.333,0.333,0.333,0.333,0.333,0.333,2022-06-03,0.5573872110907676
8090-AAA-TEX,Matt Carpenter,TEX,36,AAA,95,140,0.211,0.338,0.089,0.147,0.991,0.291,0.275,0.379,0.612,0.222,6,5,2,1,1,0.45,0.3,0.25,0.45,0.3,0.25,2022-06-03,0.432827411753507
8203-AAA-WSN,Dee Strange-Gordon,WSN,34,AAA,20,32,0.05,0.056,0.085,0.1,0.472,0.176,0.167,0.25,0.222,0.0,0,1,0,0,0,0.176,0.706,0.118,0.176,0.706,0.118,2022-06-03,0.104522271796732
8302-AAA-MIN,JC Ramirez,MIN,33,AAA,1,-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,2022-06-03,0.0
8418-AA-WSN,Ehire Adrianza,WSN,32,AA,20,239,0.15,0.25,0.062,0.15,1.238,0.5,0.438,0.55,0.688,0.2,1,1,0,0,0,0.385,0.308,0.308,0.385,0.308,0.308,2022-06-03,0.44036876345169235
9284-AAA-WSN,Chris Herrmann,WSN,34,AAA,52,33,0.308,0.021,0.142,0.077,0.498,0.312,0.208,0.269,0.229,0.0,0,1,0,0,0,0.406,0.406,0.188,0.406,0.406,0.188,2022-06-03,0.04383258019636916
9368-AAA-SFG,Evan Longoria,SFG,36,AAA,18,40,0.389,0.0,0.151,0.0,0.556,0.455,0.278,0.278,0.278,0.0,0,0,0,0,0,0.4,0.3,0.3,0.4,0.3,0.3,2022-06-03,0.0
9433-AAA-DET,Dustin Garneau,DET,34,AAA,60,87,0.267,0.222,0.125,0.083,0.709,0.229,0.204,0.283,0.426,0.167,3,3,0,0,0,0.514,0.343,0.143,0.514,0.343,0.143,2022-06-03,0.2824513992888364
9807-AAA-ATL,Ryan Goins,ATL,34,AAA,118,-12,0.237,0.035,0.09,0.017,0.347,0.195,0.149,0.162,0.184,0.0,0,4,0,0,1,0.365,0.529,0.106,0.365,0.529,0.106,2022-06-03,0.05769041892246256
sa1052903-A+-MIN,Anthony Prato,MIN,24,A+,204,127,0.289,0.209,0.131,0.103,0.818,0.348,0.266,0.343,0.475,0.117,7,8,4,10,4,0.504,0.336,0.16,0.504,0.336,0.16,2022-06-03,0.2951050934585205
sa1115496-AA-TOR,Spencer Horwitz,TOR,24,AA,172,111,0.221,0.154,0.11,0.145,0.752,0.294,0.238,0.36,0.392,0.121,4,8,1,3,0,0.32,0.505,0.175,0.32,0.505,0.175,2022-06-03,0.23441451846711978
sa1115752-A+-MIN,Seth Gray,MIN,24,A+,160,115,0.3,0.143,0.119,0.125,0.738,0.333,0.233,0.362,0.376,0.133,4,7,0,4,3,0.366,0.488,0.146,0.366,0.488,0.146,2022-06-03,0.21351817713788368
sa1115762-AAA-KCR,Vinnie Pasquantino,KCR,24,AAA,208,165,0.144,0.36,0.084,0.125,1.036,0.269,0.291,0.385,0.651,0.227,15,14,2,3,1,0.452,0.322,0.226,0.452,0.322,0.226,2022-06-03,0.46453416362269545
sa1115778-AAA-ARI,Dominic Fletcher,ARI,24,AAA,53,144,0.189,0.178,0.068,0.132,0.945,0.412,0.333,0.434,0.511,0.111,1,3,1,0,1,0.265,0.588,0.147,0.265,0.588,0.147,2022-06-03,0.3104446600960784
sa1115804-AA-OAK,Shane Selman,OAK,25,AA,129,80,0.333,0.216,0.15,0.078,0.734,0.294,0.224,0.295,0.44,0.188,6,7,0,0,0,0.444,0.292,0.264,0.444,0.292,0.264,2022-06-03,0.2798071186681692
sa1115829-AAA-BAL,Kyle Stowers,BAL,24,AAA,174,137,0.236,0.287,0.155,0.109,0.905,0.293,0.26,0.358,0.547,0.263,10,13,0,2,0,0.352,0.426,0.222,0.352,0.426,0.222,2022-06-03,0.3757742936524029
sa1115884-AA-PIT,Carter Bins,PIT,23,AA,51,36,0.412,0.152,0.141,0.078,0.498,0.208,0.13,0.216,0.283,0.1,1,4,0,2,0,0.417,0.417,0.167,0.417,0.417,0.167,2022-06-03,0.18250664364926486
sa1115884-AAA-PIT,Carter Bins,PIT,23,AAA,44,104,0.364,0.237,0.114,0.114,0.766,0.3,0.211,0.318,0.447,0.4,2,3,0,0,0,0.238,0.381,0.381,0.238,0.381,0.381,2022-06-03,0.29747553678606603
sa1115890-AAA-ARI,Dominic Canzone,ARI,24,AAA,126,63,0.246,0.137,0.132,0.063,0.653,0.28,0.231,0.286,0.368,0.182,4,4,0,5,1,0.268,0.488,0.244,0.268,0.488,0.244,2022-06-03,0.20483442875011984
sa1115890-AA-ARI,Dominic Canzone,ARI,24,AA,45,193,0.089,0.368,0.095,0.156,1.204,0.355,0.368,0.467,0.737,0.25,3,5,0,0,0,0.364,0.455,0.182,0.364,0.455,0.182,2022-06-03,0.5255062913329537
sa1115910-AA-KCR,Michael Massey,KCR,24,AA,210,128,0.186,0.204,0.101,0.081,0.929,0.379,0.339,0.386,0.543,0.118,8,14,0,8,1,0.463,0.313,0.224,0.463,0.313,0.224,2022-06-03,0.33015612441490233
sa1115979-AA-MIL,Nick Kahle,MIL,24,AA,15,76,0.333,0.077,0.179,0.133,0.641,0.375,0.231,0.333,0.308,0.0,0,1,0,0,0,0.375,0.5,0.125,0.375,0.5,0.125,2022-06-03,0.13198940992756875
sa1159677-AA-OAK,Kyle McCann,OAK,24,AA,138,121,0.261,0.205,0.154,0.159,0.856,0.333,0.259,0.391,0.464,0.217,5,8,0,0,0,0.303,0.5,0.197,0.303,0.5,0.197,2022-06-03,0.2938937677718532
