Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"BJ Murray Jr.","CHC","A+",22,35,115,140,31,24,5,0,2,12,20,24,0,28,0,1,1,2,7,1,0.26956522,140,0.17142857,0.2,0.85714286,0.26956522,0.39285714,0.36521739,0.75807453,0.09565217,4.0088147152993585,0.3372093,0.577660083770752,20.814878075068396,3.429392753785056,0.3580605217388698,119.7256084049997,0.3372093,1.43333333,0.17045455,0.48863636,0.34090909,0.13333333,0.06666667,0.50561798,0.25842697,0.23595506,0.10106383,246,318,564,"sa3017287"
"Jared Dupere","SFG","CPX",23,17,63,70,16,6,5,1,4,13,13,7,0,17,0,0,0,1,4,0,0.25396825,70,0.1,0.24285714,0.41176471,0.25396825,0.32857143,0.55555556,0.88412699,0.30158731,9.316598439647112,0.28571429,0.7613397515378892,12.635642822603701,3.007950421194552,0.39138481872422354,131.24269342832656,0.28571429,1.64285714,0.13953488,0.53488372,0.3255814,0.07142857,0.28571429,0.34782609,0.26086957,0.39130435,0.26865672,35,99,134,"sa3017288"
"Jared Dupere","SFG","A",23,22,84,97,25,15,3,0,7,18,22,12,0,22,1,0,0,1,2,0,0.29761905,97,0.12371134,0.22680412,0.54545455,0.29761905,0.39175258,0.58333333,0.97508591,0.28571428,4.60622233621941,0.32727273,0.24693776294589043,20.629620493547154,6.529725746409129,0.4302186511226536,146.31045737227595,0.32727273,1.12,0.13114754,0.45901639,0.40983607,0.04,0.28,0.41935484,0.25806452,0.32258065,0.14835165,136,228,364,"sa3017288"
"Liam Spence","CHC","CPX",24,21,57,67,9,4,3,1,1,8,8,8,0,15,2,0,0,1,0,0,0.15789474,67,0.11940299,0.2238806,0.53333333,0.15789474,0.28358209,0.29824561,0.5818277,0.14035087,4.752232142857142,0.19512195,-0.04163412656635046,6.230362427480982,-2.9847145852963464,0.2846899797667318,67.61053020872384,0.19512195,0.72222222,0.16216216,0.35135135,0.48648649,0.22222222,0.05555556,0.57142857,0.21428571,0.21428571,0.19166667,31,89,120,"sa3017289"
"Liam Spence","CHC","A",24,25,70,89,11,7,3,0,1,12,9,14,0,23,1,2,2,2,2,0,0.15714286,89,0.15730337,0.25842697,0.60869565,0.15714286,0.29885057,0.24285714,0.54170771,0.08571428,5.365337604132886,0.20833333,0.15601129457354546,7.444243227659606,-4.075071508468247,0.27599956797457287,64.62401104739624,0.20833333,1.4375,0.17021277,0.4893617,0.34042553,0.25,0.0625,0.49019608,0.25490196,0.25490196,0.11586902,154,243,397,"sa3017289"
"Max Muncy","OAK","A+",19,19,74,86,17,7,6,1,3,12,12,10,0,26,1,1,1,1,6,0,0.22972973,86,0.11627907,0.30232558,0.38461538,0.22972973,0.3255814,0.45945946,0.78504086,0.22972973,8.59049473353552,0.30434783,1.0551227945834398,12.205125387681496,1.5254701188931599,0.34964325400285945,114.28388913780205,0.30434783,0.57692308,0.16326531,0.30612245,0.53061224,0.15384615,0.11538462,0.51020408,0.2244898,0.26530612,0.12394366,132,223,355,"sa3017290"
"Max Muncy","OAK","A",19,81,304,365,70,37,16,1,16,50,51,51,0,109,7,2,2,7,6,5,0.23026316,365,0.13972603,0.29863014,0.46788991,0.23026316,0.35164835,0.44736842,0.79901677,0.21710526,3.9756727643655814,0.29834254,-1.9028908731415868,57.1110311138232,4.054726137479093,0.36578810935492045,107.64230780731326,0.29834254,1.10526316,0.15789474,0.44210526,0.4,0.22368421,0.21052632,0.41624365,0.21827411,0.36548223,0.12567204,599,889,1488,"sa3017290"
"Peter Matt","CHC","A",24,20,74,83,17,13,2,0,2,8,11,7,0,23,0,2,2,1,0,0,0.22972973,83,0.08433735,0.27710843,0.30434783,0.22972973,0.28915663,0.33783784,0.62699447,0.10810811,1.222402580357143,0.29411765,-0.22180791944265366,8.145777698094202,-2.5969540221149203,0.2943063342427633,75.82594362633523,0.29411765,2.25,0.20408163,0.55102041,0.24489796,0.33333333,0.16666667,0.33962264,0.37735849,0.28301887,0.12539185,124,195,319,"sa3017291"
"Jonny Butler","OAK","A+",23,31,103,117,27,18,7,1,1,15,18,12,0,24,0,2,2,1,3,0,0.26213592,117,0.1025641,0.20512821,0.5,0.26213592,0.33333333,0.37864078,0.71197411,0.11650486,6.413545650569336,0.325,0.35853797011077404,14.296949289614798,-0.23234915745770846,0.32507527995313334,98.40082328610626,0.325,1.0625,0.16455696,0.43037975,0.40506329,0.21875,0.03125,0.32098765,0.2345679,0.44444444,0.0970297,197,308,505,"sa3017292"
"Brett Harris","OAK","AA",24,58,220,258,63,43,12,0,8,40,31,27,0,46,5,1,1,11,8,4,0.28636364,258,0.10465116,0.17829457,0.58695652,0.28636364,0.37549407,0.45,0.82549407,0.16363636,4.3873398834769395,0.32934132,-0.7916770898737013,41.631373933695805,5.341742924593933,0.3729397136232127,114.71974990116092,0.32934132,1.56603774,0.20930233,0.48255814,0.30813953,0.33962264,0.1509434,0.51123596,0.1741573,0.31460674,0.08213552,380,594,974,"sa3017293"
"Brett Harris","OAK","A+",24,29,102,123,31,17,7,0,7,22,18,19,0,21,1,1,1,2,0,0,0.30392157,123,0.15447154,0.17073171,0.9047619,0.30392157,0.41463415,0.57843137,0.99306552,0.2745098,1.698089705357143,0.32,-0.2978031812235713,26.08784101814799,10.813450343020483,0.43705425805192655,170.79464296162647,0.32,0.96666667,0.25316456,0.36708861,0.37974684,0.26666667,0.23333333,0.35365854,0.26829268,0.37804878,0.06118547,227,296,523,"sa3017293"
"Jordan McCants","MIA","CPX",20,44,174,200,40,26,9,5,0,29,9,22,0,48,1,2,2,0,6,1,0.22988506,200,0.11,0.24,0.45833333,0.22988506,0.31658291,0.33908046,0.65566337,0.1091954,7.912248941434109,0.3125,0.6932870143791661,22.89439065476049,-3.8597203967989615,0.31875970046124863,85.57335585039374,0.3125,1.54545455,0.30578512,0.4214876,0.27272727,0.18181818,0,0.248,0.352,0.4,0.26612903,99,273,372,"sa3017294"
"James Triantos","CHC","A",19,92,376,416,97,69,17,6,5,57,38,31,0,73,6,3,3,14,11,2,0.25797872,416,0.07451923,0.17548077,0.42465753,0.25797872,0.32211538,0.375,0.69711538,0.11702128,7.218154802208202,0.30564784,0.11147427931427956,51.88418068606868,-1.9589084176300477,0.3278671050300965,96.36182015140828,0.30564784,1.58888889,0.21548822,0.48148148,0.3030303,0.21111111,0.05555556,0.44117647,0.24836601,0.31045752,0.09090909,538,969,1507,"sa3017295"
"Irvin Murr III","SFG","CPX",19,42,124,138,23,18,3,0,2,12,5,12,0,57,1,1,1,1,0,1,0.18548387,138,0.08695652,0.41304348,0.21052632,0.18548387,0.26086957,0.25806452,0.51893409,0.07258065,1.920990035436373,0.31818182,-0.5763777825050056,9.313265133355856,-9.667042743707896,0.25359897380289825,49.06804037994675,0.31818182,1.38095238,0.25373134,0.43283582,0.31343284,0.0952381,0.0952381,0.25,0.32352941,0.42647059,0.34782609,58,241,299,"sa3017296"
"Gil Luna","CHW","A+",22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,-100,0,,,,,,,,,,,,,,"sa3017301"
"Straton Podaras","LAA","A+",24,53,157,199,29,14,8,0,7,30,16,34,0,51,7,1,1,4,6,1,0.18471338,199,0.17085427,0.25628141,0.66666667,0.18471338,0.35175879,0.36942675,0.72118554,0.18471337,5.057837563783488,0.22,0.17549567110836506,27.746823535655796,3.1427183909166474,0.33904923206597715,112.77314648278774,0.22,1,0.1372549,0.43137255,0.43137255,0.29545455,0.15909091,0.47169811,0.20754717,0.32075472,0.12692764,359,484,843,"sa3017322"
"Elijah Cabell","STL","A",23,46,140,176,24,14,4,0,6,20,20,29,0,80,7,0,0,5,1,0,0.17142857,176,0.16477273,0.45454545,0.3625,0.17142857,0.34090909,0.32857143,0.66948052,0.15714286,2.8599424926614794,0.33333333,-0.11032142862677574,21.34369269306774,0.7944780915510186,0.32955071702599525,103.86622120094253,0.33333333,1.9375,0.20338983,0.52542373,0.27118644,0,0.375,0.45,0.28333333,0.26666667,0.22454308,302,464,766,"sa3017323"
"Nick Brueser","OAK","A",23,56,187,225,30,18,6,0,6,17,19,30,0,88,6,1,1,5,1,1,0.16042781,225,0.13333333,0.39111111,0.34090909,0.16042781,0.29464286,0.28877005,0.58341291,0.12834224,1.6744602215891855,0.25531915,-0.6119059789925814,19.706004942000455,-12.999936481773313,0.2868244381887572,60.25206456120009,0.25531915,0.84444444,0.15306122,0.3877551,0.45918367,0.28888889,0.13333333,0.4950495,0.1980198,0.30693069,0.19504644,396,573,969,"sa3017324"
"Kier Meredith","BOS","A",22,53,143,184,36,32,3,1,0,25,17,27,0,29,13,1,1,1,19,0,0.25174825,184,0.14673913,0.1576087,0.93103448,0.25174825,0.41304348,0.28671329,0.69975677,0.03496504,7.631874129522205,0.31304348,3.0014915466308594,27.773607964395644,3.9583954762212077,0.3609761576289716,116.62128976672692,0.31304348,2.61538462,0.16071429,0.60714286,0.23214286,0.23076923,0,0.40350877,0.22807018,0.36842105,0.07805596,290,389,679,"sa3017325"
"Damiano Palmegiani","TOR","A",22,56,195,228,50,24,14,1,11,30,37,23,0,47,7,3,3,4,2,0,0.25641026,228,0.10087719,0.20614035,0.4893617,0.25641026,0.35087719,0.50769231,0.8585695,0.25128205,4.39615073169362,0.27857143,0.06485285982489586,38.024836099949226,11.404262638893469,0.38972861803414527,142.84003368889552,0.27857143,0.70588235,0.18309859,0.33802817,0.47887324,0.27941176,0.16176471,0.4829932,0.2585034,0.2585034,0.10743802,327,520,847,"sa3017326"
"Damiano Palmegiani","TOR","A+",22,38,136,166,32,16,8,0,8,29,25,20,0,34,7,3,3,1,3,0,0.23529412,166,0.12048193,0.20481928,0.58823529,0.23529412,0.35542169,0.47058824,0.82600993,0.23529412,5.268072894683705,0.24742268,0.13628279604017735,27.133207958652463,6.60918055148312,0.3693051474640168,132.20216198490576,0.24742268,0.49152542,0.15384615,0.27884615,0.56730769,0.23728814,0.13559322,0.46666667,0.28571429,0.24761905,0.0896861,286,383,669,"sa3017326"
"Mike Peabody","LAA","A+",23,81,269,317,53,34,12,0,7,39,42,31,0,90,12,4,4,1,11,6,0.19702602,317,0.0977918,0.28391167,0.34444444,0.19702602,0.30379747,0.3197026,0.62350007,0.12267658,4.83896072833981,0.26136364,-1.2186433766037226,32.5741189834406,-6.61935504109363,0.2928578531063056,83.11107855111271,0.26136364,1.9787234,0.20454545,0.52840909,0.26704545,0.04255319,0.14893617,0.4640884,0.28729282,0.24861878,0.17715232,442,766,1208,"sa3017327"
"Matheu Nelson","CIN","A+",23,66,226,257,44,26,10,1,7,29,20,20,0,88,9,1,1,2,1,0,0.19469027,257,0.07782101,0.34241245,0.22727273,0.19469027,0.28515625,0.34070796,0.62586421,0.14601769,4.171299701869144,0.28030303,-0.24268040154129267,24.2451523061232,-7.669631462232648,0.2903767484240234,75.96840537006162,0.28030303,1.07407407,0.18248175,0.42335766,0.39416058,0.33333333,0.12962963,0.5,0.28571429,0.21428571,0.15991903,345,643,988,"sa3017328"
"Ethan Wilson","PHI","A+",22,102,388,416,96,69,18,2,7,36,43,22,0,86,4,2,2,8,25,7,0.24742268,416,0.05288462,0.20673077,0.25581395,0.24742268,0.29326923,0.35824742,0.65151665,0.11082474,5.799761219298792,0.2996633,1.1211950932629406,41.34644444428518,-13.249325437916967,0.29692519255555594,75.73195603523094,0.2996633,1.10526316,0.18367347,0.42857143,0.3877551,0.28070175,0.06140351,0.47,0.20333333,0.32666667,0.09747504,576,1127,1703,"sa3017329"
"T.J. Rumfield","NYY","CPX",22,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.142857142857143,0,0,-0.2754593620175889,-0.5430004725331834,0,-100,0,0,0,0,1,0,0,0,0.5,0.5,0,3,7,10,"sa3017330"
"T.J. Rumfield","NYY","A+",22,30,114,132,31,21,7,0,3,13,21,17,1,31,0,1,1,3,4,2,0.27192982,132,0.12878788,0.23484848,0.5483871,0.27192982,0.36363636,0.4122807,0.77591706,0.14035088,3.273216358648816,0.34567901,-0.3766102814115584,19.25904950179666,1.935391750713289,0.3530399999545731,111.17195790012795,0.34567901,1.5,0.20731707,0.47560976,0.31707317,0.03846154,0.11538462,0.46428571,0.17857143,0.35714286,0.13282732,196,331,527,"sa3017330"
"T.J. Rumfield","NYY","A",22,4,10,10,1,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0.1,10,0,0.2,0,0.1,0.1,0.1,0.2,0,0.142857142857143,0.125,-0.00620642863214016,-0.5719263486568571,-1.739495360106671,0.09354024529457092,-48.98437206265648,0.125,5,0.25,0.625,0.125,0,0,0.125,0.25,0.625,0.06451613,10,21,31,"sa3017330"
"Dru Baker","TBR","A",22,25,97,115,35,28,2,2,3,20,23,16,0,21,2,0,0,1,17,3,0.36082474,115,0.13913043,0.1826087,0.76190476,0.36082474,0.46086957,0.51546392,0.97633349,0.15463918,8.613930549519916,0.43835616,1.5204261653125286,25.98003459820179,11.095526793092766,0.45563659978949506,174.54412963043555,0.43835616,2,0.1369863,0.57534247,0.28767123,0.23809524,0.14285714,0.40789474,0.27631579,0.31578947,0.08951965,190,268,458,"sa3017331"
"Dru Baker","TBR","A+",22,22,85,98,19,9,7,0,3,18,9,13,0,27,0,0,0,1,4,1,0.22352941,98,0.13265306,0.2755102,0.48148148,0.22352941,0.32653061,0.41176471,0.73829532,0.1882353,5.856979649758131,0.29090909,0.1874149041250348,12.938236672651284,0.07673319078635518,0.33629526228320844,100.59661135958599,0.29090909,1.70588235,0.19298246,0.50877193,0.29824561,0.23529412,0.17647059,0.5,0.31034483,0.18965517,0.08809524,174,246,420,"sa3017331"
"Braiden Ward","COL","A",23,39,120,150,44,33,6,1,4,33,19,13,0,25,16,1,1,0,26,0,0.36666667,150,0.08666667,0.16666667,0.52,0.36666667,0.48666667,0.53333333,1.02,0.16666666,9,0.43478261,4.8610765393823385,37.55730852231549,15.753347573132976,0.4734401293595632,172.24993481619498,0.43478261,1.22222222,0.15789474,0.46315789,0.37894737,0.19444444,0.11111111,0.48958333,0.23958333,0.27083333,0.11,200,300,500,"sa3017332"
"Braiden Ward","COL","A+",23,41,131,156,24,20,2,2,0,30,4,11,0,37,13,0,0,0,21,3,0.18320611,156,0.07051282,0.23717949,0.2972973,0.18320611,0.30967742,0.22900763,0.53868505,0.04580152,9.467660728122164,0.25531915,2.431365691125393,13.193187285487378,-6.094452928478993,0.2699525283228966,68.40228840402187,0.25531915,1.5,0.13043478,0.52173913,0.34782609,0.28125,0,0.45744681,0.30851064,0.23404255,0.13309353,199,357,556,"sa3017332"
"Luke Brown","PIT","A+",23,27,65,71,14,8,5,0,1,8,8,2,0,21,1,1,1,1,3,0,0.21538462,71,0.02816901,0.29577465,0.0952381,0.21538462,0.24637681,0.33846154,0.58483835,0.12307692,6.629621043124679,0.29545455,0.5236915596760809,5.0023275825045665,-4.315700450275128,0.26201564937398053,53.684401516146806,0.29545455,0.77777778,0.28888889,0.31111111,0.4,0.16666667,0.05555556,0.46666667,0.24444444,0.28888889,0.14981273,88,179,267,"sa3017333"
"Luke Brown","PIT","A",23,33,94,117,22,19,2,0,1,20,16,18,0,28,4,1,1,1,5,1,0.23404255,117,0.15384615,0.23931624,0.64285714,0.23404255,0.37606838,0.28723404,0.66330242,0.05319149,5.649645164474224,0.31818182,0.3352566007524729,14.382309504125242,0.72175207016242,0.3317390410309164,105.2834745115745,0.31818182,1.45,0.20967742,0.46774194,0.32258065,0.15,0.05,0.421875,0.265625,0.3125,0.10239651,201,258,459,"sa3017333"
"Matt Rudick","NYM","A+",23,58,200,246,43,25,12,3,3,34,17,31,0,43,13,2,2,1,13,3,0.215,246,0.12601626,0.17479675,0.72093023,0.215,0.35365854,0.35,0.70365854,0.135,8.033417359458143,0.25641026,0.7414333201013505,32.053153959087126,-0.23184457702279754,0.3342135519516177,99.28188140766527,0.25641026,0.90909091,0.18181818,0.38961039,0.42857143,0.27272727,0.04545455,0.425,0.1875,0.3875,0.07543323,396,585,981,"sa3017334"
"Matt Rudick","NYM","CPX",23,1,3,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0.25,0.5,0.5,0,0.25,0,0.25,0,0.142857142857143,0,-0.0007193709025159478,0.05881343170647757,-0.4762687893247114,0.1926613599061966,10.991475589141176,0,0,0,0,1,0,0,0,0,1,0.54545455,4,7,11,"sa3017334"
"Matt Rudick","NYM","A",23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,-100,0,,,,,,,,,,,,,,"sa3017334"
"Matt Rudick","NYM","AAA",23,5,15,18,2,1,1,0,0,3,0,2,0,3,1,0,0,0,0,0,0.13333333,18,0.11111111,0.16666667,0.66666667,0.13333333,0.27777778,0.2,0.47777778,0.06666667,2.642857142857143,0.16666667,-0.02830192632973194,0.9521413983319744,-1.3729486523653522,0.2428254650698768,40.950732125253126,0.16666667,0.57142857,0.08333333,0.33333333,0.58333333,0,0,0.33333333,0.25,0.41666667,0.09459459,26,48,74,"sa3017334"
"Luis Leones","CIN","DSL",19,20,58,66,16,13,3,0,0,5,3,4,0,20,2,1,1,0,0,1,0.27586207,66,0.06060606,0.3030303,0.2,0.27586207,0.33846154,0.32758621,0.66604775,0.05172414,1.803698657812351,0.41025641,-0.5006125039362814,8.26691405939975,-1.1769656045444936,0.33417560504033017,87.53726597091209,0.41025641,1.13333333,0.15789474,0.44736842,0.39473684,0.33333333,0,0.375,0.25,0.375,0.47244094,26,101,127,"sa3017336"
"Niko Kavadas","BOS","A",23,59,192,254,55,22,18,1,14,35,48,54,0,70,6,2,2,1,1,1,0.28645833,254,0.21259843,0.27559055,0.77142857,0.28645833,0.45275591,0.609375,1.06213091,0.32291667,2.872710794648262,0.37272727,-1.165884356945753,61.60650769848923,28.731160024596264,0.47663690067651704,187.39423932362635,0.37272727,0.7804878,0.40163934,0.26229508,0.33606557,0.24390244,0.34146341,0.5,0.25806452,0.24193548,0.10752688,510,606,1116,"sa3017337"
"Niko Kavadas","BOS","A+",23,34,108,146,35,21,4,0,10,25,25,30,1,37,7,1,1,3,0,0,0.32407407,146,0.20547945,0.25342466,0.81081081,0.32407407,0.49315068,0.63888889,1.13203957,0.31481482,1.222402580357143,0.40322581,-0.3954165098257363,38.254341918403284,19.093326527053485,0.4931287387321735,199.64673654859197,0.40322581,1.12,0.24285714,0.4,0.35714286,0.12,0.4,0.44444444,0.22222222,0.33333333,0.11485452,290,363,653,"sa3017337"
"Terrell Tatum","CHW","A",22,10,25,36,8,6,2,0,0,6,1,11,0,11,0,0,0,0,6,1,0.32,36,0.30555556,0.30555556,1,0.32,0.52777778,0.4,0.92777778,0.08,5.804850912789165,0.57142857,0.5549913961440325,8.289100441768516,3.6296023462561267,0.4611157890823152,177.89685223290107,0.57142857,3,0.14285714,0.64285714,0.21428571,0.33333333,0,0.35714286,0.14285714,0.5,0.10365854,76,88,164,"sa3017338"
"Terrell Tatum","CHW","A+",22,32,110,132,28,17,7,1,3,18,20,20,0,38,1,1,1,1,10,3,0.25454545,132,0.15151515,0.28787879,0.52631579,0.25454545,0.37121212,0.41818182,0.78939394,0.16363637,6.991043604482424,0.35714286,0.35648439545184374,20.317314723369712,2.9936569722863364,0.36271249841560016,117.28074414365015,0.35714286,3.30769231,0.22222222,0.59722222,0.18055556,0.07692308,0.23076923,0.20833333,0.38888889,0.40277778,0.12974052,195,306,501,"sa3017338"
"Carter Jensen","KCR","A",18,90,314,376,67,35,19,2,11,51,44,53,1,87,4,5,5,5,4,4,0.2133758,376,0.14095745,0.23138298,0.6091954,0.2133758,0.32978723,0.39171975,0.72150698,0.17834395,4.368924138769178,0.25339367,-2.0351135823875666,50.10955014483549,1.4436811472616375,0.33866083510716755,102.96651673338783,0.25339367,0.80392157,0.19650655,0.3580786,0.44541485,0.2254902,0.10784314,0.44206009,0.25751073,0.30042918,0.09177215,685,895,1580,"sa3017339"
"Daniel McElveny","BOS","A",19,7,21,32,2,0,2,0,0,1,5,8,0,10,1,2,2,0,0,0,0.0952381,32,0.25,0.3125,0.8,0.0952381,0.34375,0.19047619,0.53422619,0.09523809,0.142857142857143,0.15384615,-0.09981356374919415,3.162989417448985,-0.9787866674509172,0.2951921056956053,76.36794825728556,0.15384615,0.57142857,0.15384615,0.30769231,0.53846154,0.28571429,0,0.69230769,0.23076923,0.07692308,0.12578616,76,83,159,"sa3017340"
"Daniel McElveny","BOS","CPX",19,21,64,80,16,5,10,1,0,13,6,15,0,26,1,0,0,1,5,0,0.25,80,0.1875,0.325,0.57692308,0.25,0.4,0.4375,0.8375,0.1875,8.781682035714285,0.42105263,0.9848932259483263,14.568054290813915,3.8664098701901355,0.40423619747161865,136.12911921030516,0.42105263,0.45,0.19444444,0.25,0.55555556,0.25,0,0.61111111,0.22222222,0.16666667,0.3255814,57,115,172,"sa3017340"
"Freylin Minyety","PHI","A+",22,41,132,149,28,25,2,1,0,8,11,12,0,35,2,1,1,5,0,3,0.21212121,149,0.08053691,0.23489933,0.34285714,0.21212121,0.28571429,0.24242424,0.52813853,0.03030303,2.8919549949406287,0.28571429,-1.6504527661018074,9.761906600647194,-9.792828285045402,0.2560566720508394,49.92093555709407,0.28571429,1.29032258,0.21978022,0.43956044,0.34065934,0.22580645,0,0.49473684,0.15789474,0.34736842,0.06217617,225,354,579,"sa3017341"
"Freylin Minyety","PHI","AA",22,20,62,76,10,9,1,0,0,6,9,10,0,12,2,0,0,0,0,0,0.16129032,76,0.13157895,0.15789474,0.83333333,0.16129032,0.2972973,0.17741935,0.47471665,0.01612903,1.392857142857143,0.2,-0.1449282788671553,4.338400864042984,-5.173613703809036,0.2433379211941281,45.60969532895355,0.2,1.41176471,0.16326531,0.48979592,0.34693878,0.05882353,0,0.25490196,0.35294118,0.39215686,0.08823529,123,183,306,"sa3017341"
"Freylin Minyety","PHI","A",22,12,42,46,8,8,0,0,0,4,2,3,0,9,1,0,0,1,1,2,0.19047619,46,0.06521739,0.19565217,0.33333333,0.19047619,0.26086957,0.19047619,0.45134576,0,3.512844989895653,0.24242424,-0.6950368210673332,2.008318631279392,-3.3624988213897518,0.2269123365049777,37.39316498797245,0.24242424,1.875,0.20689655,0.51724138,0.27586207,0.25,0,0.23333333,0.13333333,0.63333333,0.05732484,55,102,157,"sa3017341"
"Kyle Manzardo","TBR","AA",21,4,15,19,5,3,1,0,1,2,5,3,1,3,0,1,1,0,0,0,0.33333333,19,0.15789474,0.15789474,1,0.33333333,0.42105263,0.6,1.02105263,0.26666667,0.41071426785714293,0.33333333,-0.03671082202345133,3.706300765596351,1.218957081757507,0.4162655704551273,149.00637936275166,0.33333333,0.8,0.25,0.33333333,0.41666667,0.2,0.2,0.38461538,0.07692308,0.53846154,0.0625,34,46,80,"sa3017342"
"Kyle Manzardo","TBR","A+",21,63,225,275,74,40,16,1,17,53,55,45,0,46,1,4,4,6,0,0,0.32888889,275,0.16363636,0.16727273,0.97826087,0.32888889,0.43636364,0.63555556,1.0719192,0.30666667,2.723739517857143,0.34337349,-0.5965933306142688,65.28314285252803,29.192189204437664,0.4634219707142223,180.88505914551328,0.34337349,0.79746835,0.21111111,0.35,0.43888889,0.11392405,0.21518987,0.42076503,0.28961749,0.28961749,0.0716091,497,690,1187,"sa3017342"
"Jared Carr","PHI","A+",23,91,293,337,60,48,9,1,2,40,16,32,0,94,11,1,1,6,13,6,0.20477816,337,0.09495549,0.27893175,0.34042553,0.20477816,0.30563798,0.26279863,0.56843661,0.05802047,5.7062920723932,0.29292929,-0.7910882062278688,28.101270504533716,-16.12655269330793,0.27761685972043953,63.53753920655332,0.29292929,1.64912281,0.21354167,0.48958333,0.296875,0.21052632,0.03508772,0.38383838,0.24747475,0.36868687,0.11720511,469,862,1331,"sa3017343"
"Josh Crouch","DET","A",23,11,36,43,12,9,3,0,0,7,5,5,0,10,1,1,1,0,0,0,0.33333333,43,0.11627907,0.23255814,0.5,0.33333333,0.41860465,0.41666667,0.83527132,0.08333334,2.0913865803571428,0.44444444,-0.0930964294821024,7.226022685122851,2.2054759358886513,0.39141004584556405,143.92899909208214,0.44444444,2.6,0.33333333,0.48148148,0.18518519,0.2,0,0.46428571,0.10714286,0.42857143,0.13924051,68,90,158,"sa3017370"
"Josh Crouch","DET","A+",23,66,246,282,73,47,18,0,8,34,53,27,0,41,5,4,4,9,1,0,0.29674797,282,0.09574468,0.14539007,0.65853659,0.29674797,0.37234043,0.46747967,0.8398201,0.1707317,2.365332313267772,0.32338308,-0.4358500326052308,46.362854252372315,11.343519533787303,0.3776531845119828,132.39216171564567,0.32338308,0.92941176,0.20772947,0.38164251,0.41062802,0.2,0.09411765,0.49763033,0.22748815,0.27488152,0.12280702,373,653,1026,"sa3017370"
"JT Schwartz","NYM","A+",22,88,313,357,81,55,18,4,4,39,37,38,1,73,5,1,1,5,3,3,0.25878594,357,0.10644258,0.20448179,0.52054795,0.25878594,0.34733894,0.38019169,0.72753063,0.12140575,4.537982237240774,0.32489451,-1.4528063987381756,46.99413675477673,0.1415169279830662,0.33582885647087957,100.30204699012826,0.32489451,1.0326087,0.2008547,0.40598291,0.39316239,0.19565217,0.04347826,0.30705394,0.2780083,0.41493776,0.07712944,551,940,1491,"sa3017371"
"Paul McIntosh","MIA","AA",24,73,258,312,65,34,20,1,10,48,40,44,0,62,8,2,2,6,9,4,0.25193798,312,0.14102564,0.19871795,0.70967742,0.25193798,0.375,0.45348837,0.82848837,0.20155039,5.155096404092887,0.29255319,-0.6741107385605574,49.69581324716452,8.851011702021395,0.3739002362275735,121.6698609546161,0.29255319,1.50769231,0.16410256,0.5025641,0.33333333,0.30769231,0.15384615,0.41919192,0.25757576,0.32323232,0.11851278,543,748,1291,"sa3017372"
"Kyler Castillo","MIA","A",24,24,70,91,24,19,3,1,1,12,9,16,0,13,5,0,0,2,1,1,0.34285714,91,0.17582418,0.14285714,1.23076923,0.34285714,0.49450549,0.45714286,0.95164835,0.11428572,4.3677119956573565,0.41071429,-0.4585369825363159,19.46567583904797,8.840797834854664,0.4520598931626959,183.20846443004316,0.41071429,1.125,0.40350877,0.31578947,0.28070175,0.1875,0.0625,0.21052632,0.26315789,0.52631579,0.06361323,164,229,393,"sa3017373"
"Kyler Castillo","MIA","A+",24,43,139,161,39,32,5,1,1,20,18,18,0,36,2,2,2,4,2,1,0.28057554,161,0.11180124,0.22360248,0.5,0.28057554,0.36645963,0.35251799,0.71897762,0.07194245,4.495310750250032,0.36538462,-0.4545348696410656,21.16977747340026,1.1764693539244209,0.33665076842219194,105.88431562647904,0.36538462,1.53125,0.22115385,0.47115385,0.30769231,0.125,0.03125,0.31428571,0.26666667,0.41904762,0.08497724,247,412,659,"sa3017373"
"Joe Mack","MIA","CPX",19,9,27,31,8,6,0,0,2,2,3,4,0,7,0,0,0,1,0,0,0.2962963,31,0.12903226,0.22580645,0.57142857,0.2962963,0.38709677,0.51851852,0.90561529,0.22222222,0.142857142857143,0.33333333,-0.007193709025159478,6.100701786631909,1.953814573640194,0.42281078523205173,147.1152089094471,0.33333333,2.4,0.10526316,0.63157895,0.26315789,0.2,0.4,0.65,0.1,0.25,0.16393443,20,41,61,"sa3017374"
